record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
23,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models,Archival published,"ICML 2023, PMLR 202",https://proceedings.mlr.press/v202/li23q.html,openalex:title,1.0,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models,,preprint,2023,10.48550/arxiv.2301.12597,https://openalex.org/W4318718936,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
71,MRKL Systems A modular neuro-symbolic architecture that combines large language models external knowledge sources and discrete reasoning,Preprint/technical report,arXiv preprint arXiv:2205.00445,https://doi.org/10.48550/arXiv.2205.00445,datacite:arxiv,1.0,"MRKL Systems: A modular, neuro-symbolic architecture that combines large language models, external knowledge sources and discrete reasoning",arXiv,Preprint,2022,10.48550/arxiv.2205.00445,,datacite:arxiv | openalex:doi | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2205.00445,OK_PREPRINT,
120,OS-Copilot Towards Generalist Computer Agents with Self-Improvement,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,OS-Copilot: Towards Generalist Computer Agents with Self-Improvement,,preprint,2024,10.48550/arxiv.2402.07456,https://openalex.org/W4391799114,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
168,Beyond Training: Enabling Self-Evolution of Agents with MOBIMEM,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,Beyond Training: Enabling Self-Evolution of Agents with MOBIMEM,,preprint,2025,10.48550/arxiv.2512.15784,https://openalex.org/W4417531570,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
216,Agent Planning with World Knowledge Model,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/d032263772946dd5026e7f3cd22bce5b-Abstract-Conference.html,crossref:title,1.0,Agent Planning with World Knowledge Model,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-3646,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 114843-114871 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
264,ALITA-G: Self-Evolving Generative Agent for Agent Generation,Preprint/technical report,arXiv preprint arXiv:2510.23601,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
314,Foundations and Recent Trends in Multimodal Mobile Agents: A Survey,Preprint/technical report,arXiv survey,,openalex:title,1.0,Foundations and Recent Trends in Multimodal Mobile Agents: A Survey,,preprint,2024,10.48550/arxiv.2411.02006,https://openalex.org/W4404353341,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
362,BrowserArena: Evaluating LLM Agents on Real-World Web Navigation Tasks,Workshop/conditional,"Workshop on Multi-Turn Interactions in Large Language Models (MTI-LLM), NeurIPS 2025",arXiv:2510.02418,datacite:arxiv,1.0,BrowserArena: Evaluating LLM Agents on Real-World Web Navigation Tasks,arXiv,Preprint,2025,10.48550/arxiv.2510.02418,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.02418,OK_PREPRINT,
410,ARE: Scaling Up Agent Environments and Evaluations,Preprint/technical report,arXiv (Meta tech report),2509.17158,datacite:arxiv,1.0,ARE: Scaling Up Agent Environments and Evaluations,arXiv,Preprint,2025,10.48550/arxiv.2509.17158,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2509.17158,OK_PREPRINT,
460,Ferret-UI: Grounded Mobile UI Understanding with Multimodal LLMs,Archival published,Proceedings of the European Conference on Computer Vision,https://doi.org/10.1007/978-3-031-73039-9_14,crossref:doi,1.0,Ferret-UI: Grounded Mobile UI Understanding with Multimodal LLMs,Lecture Notes in Computer Science,book-chapter,2024,10.1007/978-3-031-73039-9_14,,openalex:doi | crossref:doi | openalex:title | openalex:title | crossref:title,5,4,4,,openalex:doi: location[book series]='Lecture notes in computer science' | openalex:doi: DOI prefix 10.1007 (Springer) | openalex:doi: pages 240-255 | crossref:doi: crossref type=book-chapter venue='Lecture Notes in Computer Science' | openalex:title: location[book series]='Lecture notes in computer science' | openalex:title: DOI prefix 10.1007 (Springer) | openalex:title: pages 240-255 | crossref:title: crossref type=book-chapter venue='Lecture Notes in Computer Science',VENUE_MISMATCH,"register 'Proceedings of the European Conference on Computer Vision' vs external archival venues ['Lecture notes in computer science', 'Lecture Notes in Computer Science']"
