record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
28,InstructBLIP: Towards General-purpose Vision-Language Models with Instruction Tuning,Archival published,"Advances in Neural Information Processing Systems 36 (NeurIPS 2023), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2023/hash/9a6a435e75419a836fe47ab6793623e6-Abstract-Conference.html,crossref:title,1.0,InstructBLIP: Towards General-purpose Vision-Language Models with Instruction Tuning,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-2142,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 49250-49267 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
76,A Survey on Large Language Model based Autonomous Agents,Archival published,Front. Comput. Sci.,https://doi.org/10.1007/s11704-024-40231-1,crossref:doi,1.0,A survey on large language model based autonomous agents,Frontiers of Computer Science,journal-article,2024,10.1007/s11704-024-40231-1,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Frontiers of Computer Science' | openalex:doi: DOI prefix 10.1007 (Springer) | crossref:doi: crossref type=journal-article venue='Frontiers of Computer Science',OK_ARCHIVAL,
125,Graph of Thoughts: Solving Elaborate Problems with Large Language Models,Archival published,"Proceedings of the AAAI Conference on Artificial Intelligence, volume 38, issue 16, pages 17682–17690",https://doi.org/10.1609/aaai.v38i16.29720,crossref:doi,1.0,Graph of Thoughts: Solving Elaborate Problems with Large Language Models,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2024,10.1609/aaai.v38i16.29720,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:doi: DOI prefix 10.1609 (AAAI) | openalex:doi: pages 17682-17690 | crossref:doi: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
173,From language to action: a review of large language models as autonomous agents and tool users,Archival published,Artificial Intelligence Review,https://doi.org/10.1007/s10462-025-11190-1,crossref:title,1.0,From language to action: a review of large language models as autonomous agents and tool users,Artificial Intelligence Review,journal-article,2026,10.1007/s10462-025-11471-9,,openalex:title | crossref:title,2,2,2,openalex:doi: title mismatch 0.438 -> Pathologyvlm: a large vision-language model for pathology image understanding | crossref:doi: title mismatch 0.438 -> Pathologyvlm: a large vision-language model for pathology image understanding,openalex:title: location[journal]='Artificial Intelligence Review' | openalex:title: DOI prefix 10.1007 (Springer) | crossref:title: crossref type=journal-article venue='Artificial Intelligence Review',OK_ARCHIVAL,
221,Chain of Agents: Large Language Models Collaborating on Long-Context Tasks,Archival published,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),https://proceedings.neurips.cc/,crossref:title,1.0,Chain of Agents: Large Language Models Collaborating on Long-Context Tasks,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-4202,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 132208-132237 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
269,Aligning Agentic World Models via Knowledgeable Experience Learning,Preprint/technical report,arXiv preprint arXiv:2601.13247,,openalex:title,1.0,Aligning Agentic World Models via Knowledgeable Experience Learning,,preprint,2026,10.48550/arxiv.2601.13247,https://openalex.org/W7125097844,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
319,LiteWebAgent The Open-Source Suite for VLM-Based Web-Agent Applications,Archival published,Proceedings of the 2025 Conference of the North American Chapter of the Association for Computational Linguistics: System Demonstrations,arXiv:2410.06713,crossref:title,1.0,LiteWebAgent: The Open-Source Suite for VLM-Based Web-Agent Applications,Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (System Demonstrations),proceedings-article,2025,10.18653/v1/2025.naacl-demo.36,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 449-455 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (System Demonstrations)',OK_ARCHIVAL,
367,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,Archival published,International Conference on Learning Representations,arXiv:2410.06703,datacite:arxiv,1.0,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,arXiv,Preprint,2024,10.48550/arxiv.2410.06703,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.06703,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
415,DRBench: A Realistic Benchmark for Enterprise Deep Research,Archival published,International Conference on Learning Representations,arXiv:2510.00172,datacite:arxiv,1.0,DRBench: A Realistic Benchmark for Enterprise Deep Research,arXiv,Preprint,2025,10.48550/arxiv.2510.00172,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.00172,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
465,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,Archival published,Proceedings of ICML,arXiv:2412.04689,openalex:title,1.0,Aguvis: Unified Pure Vision Agents for Autonomous GUI Interaction,,preprint,2024,10.48550/arxiv.2412.04454,https://openalex.org/W4405095669,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
