record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
44,Selection-Inference: Exploiting Large Language Models for Interpretable Logical Reasoning,Archival published,ICLR 2023,https://openreview.net/forum?id=3Pf3Wg6o-A4,openalex:title,1.0,Selection-Inference: Exploiting Large Language Models for Interpretable Logical Reasoning,,preprint,2022,10.48550/arxiv.2205.09712,https://openalex.org/W4281250694,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
93,Interactive Natural Language Processing,Preprint/technical report,arXiv / survey-style paper,,openalex:title,1.0,Interactive Natural Language Processing,Synthesis lectures on human language technologies,book,2026,10.1007/978-3-032-06264-2,https://openalex.org/W7150168241,openalex:title | openalex:title | crossref:title,3,1,0,,openalex:title: location[journal]='Synthesis lectures on human language technologies' | openalex:title: DOI prefix 10.1007 (Springer),OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: Synthesis lectures on human language technologies
141,xLAM A Family of Large Action Models to Empower AI Agent Systems,Preprint/technical report,arXiv / Salesforce technical report,,crossref:title,1.0,xLAM: A Family of Large Action Models to Empower AI Agent Systems,Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.naacl-long.578,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 11583-11597 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers)',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers)'
189,AutoAgents: A Framework for Automatic Agent Generation,Archival published,"Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence (IJCAI-24), Main Track, pages 22-30",https://doi.org/10.24963/ijcai.2024/3,openalex:title,1.0,AutoAgents: A Framework for Automatic Agent Generation,,preprint,2023,10.48550/arxiv.2309.17288,https://openalex.org/W4387294383,openalex:title,1,0,0,openalex:doi: title mismatch 0.247 -> Coalition Obstruction Temporal Logic: A New Obstruction Logic to Reason About Demon Coalitions | crossref:doi: title mismatch 0.247 -> Coalition Obstruction Temporal Logic: A New Obstruction Logic to Reason About Demon Coalitions,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
237,OPTIMA: Optimizing Effectiveness and Efficiency for LLM-Based Multi-Agent Systems,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.601,crossref:doi,0.994,Optima: Optimizing Effectiveness and Efficiency for LLM-Based Multi-Agent System,Findings of the Association for Computational Linguistics: ACL 2025,proceedings-article,2025,10.18653/v1/2025.findings-acl.601,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 11534-11557 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2025',OK_ARCHIVAL,
285,DOM-Q-NET: Grounded RL on Structured Language,Archival published,International Conference on Learning Representations,,openalex:title,1.0,DOM-Q-NET: Grounded RL on Structured Language,International Conference on Learning Representations,conference-paper,2019,,https://openalex.org/W2963742410,openalex:title | openalex:title,2,1,1,,openalex:title: location[conference]='International Conference on Learning Representations',OK_ARCHIVAL,
335,NetGent: Agent-Based Automation of Network Application Workflows,Preprint/technical report,arXiv preprint,,openalex:title,1.0,NetGent: Agent-Based Automation of Network Application Workflows,,preprint,2025,10.48550/arxiv.2509.00625,https://openalex.org/W4416364558,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
383,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,Archival published,Proceedings of ICML,arXiv:2409.08264,datacite:arxiv,1.0,Windows Agent Arena: Evaluating Multi-Modal OS Agents at Scale,arXiv,Preprint,2024,10.48550/arxiv.2409.08264,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.08264,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
431,Auto-Eval Judge: Towards a General Agentic Framework for Task Completion Evaluation,Preprint/technical report,arXiv preprint,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
481,Agent S2 A Compositional Generalist-Specialist Framework for Computer Use Agents,Archival published,COLM,arXiv:2504.00906,datacite:arxiv,1.0,Agent S2: A Compositional Generalist-Specialist Framework for Computer Use Agents,arXiv,Preprint,2025,10.48550/arxiv.2504.00906,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.00906,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
529,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,Archival published,International Conference on Learning Representations,arXiv:2412.09605,datacite:arxiv,1.0,AgentTrek: Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,arXiv,Preprint,2024,10.48550/arxiv.2412.09605,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2412.09605,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
578,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,Archival published,COLM 2025,OpenReview QDtORaZt8K; 2504.10127,datacite:arxiv,1.0,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,arXiv,Preprint,2025,10.48550/arxiv.2504.10127,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.10127,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
626,Step-GUI Technical Report,Preprint/technical report,—,https://arxiv.org/abs/2512.15431; arXiv:2512.15431,datacite:arxiv,1.0,Step-GUI Technical Report,arXiv,Preprint,2025,10.48550/arxiv.2512.15431,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2512.15431,OK_PREPRINT,
