record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
16,Gemini 1.5: Unlocking multimodal understanding across millions of tokens of context,Preprint/technical report,arXiv preprint arXiv:2403.05530,https://doi.org/10.48550/arXiv.2403.05530,datacite:arxiv,1.0,Gemini 1.5: Unlocking multimodal understanding across millions of tokens of context,arXiv,Preprint,2024,10.48550/arxiv.2403.05530,,datacite:arxiv | openalex:doi | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2403.05530,OK_PREPRINT,
64,PRefLexOR: Preference-based Recursive Language Modeling for Exploratory Optimization of Reasoning and Agentic Thinking,Archival published,"npj Artificial Intelligence, Volume 1, Article 4",https://doi.org/10.1038/s44387-025-00003-z,crossref:doi,1.0,PRefLexOR: preference-based recursive language modeling for exploratory optimization of reasoning and agentic thinking,npj Artificial Intelligence,journal-article,2025,10.1038/s44387-025-00003-z,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='npj Artificial Intelligence' | crossref:doi: crossref type=journal-article venue='npj Artificial Intelligence',OK_ARCHIVAL,
113,Agent Lumos Unified and Modular Training for Open-Source Language Agents,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,Agent Lumos: Unified and Modular Training for Open-Source Language Agents,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.670,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 12380-12403 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
161,Evolutionary Perspectives on the Evaluation of LLM-Based AI Agents A Comprehensive Survey,Preprint/technical report,arXiv / survey,,openalex:title,1.0,Evolutionary Perspectives on the Evaluation of LLM-Based AI Agents: A Comprehensive Survey,,preprint,2025,10.48550/arxiv.2506.11102,https://openalex.org/W4415068065,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
209,MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://doi.org/10.52202/079017-1647,crossref:doi,1.0,MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-1647,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:doi: pages 51963-51993 | crossref:doi: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
257,Analyzing Information Sharing and Coordination in Multi-Agent Planning,Preprint/technical report,arXiv preprint arXiv:2508.12981,,openalex:title,1.0,Analyzing Information Sharing and Coordination in Multi-Agent Planning,,preprint,2025,10.48550/arxiv.2508.12981,https://openalex.org/W4414492505,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
307,Cradle Empowering Foundation Agents Towards General Computer Control,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2403.03186,datacite:arxiv,1.0,Cradle: Empowering Foundation Agents Towards General Computer Control,arXiv,Preprint,2024,10.48550/arxiv.2403.03186,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2403.03186,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
355,REAL: Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,Archival published,Advances in NeurIPS,arXiv:2504.11543,crossref:title,1.0,REAL: Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-4536,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 150683-150705 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
403,MM-BrowseComp: A Comprehensive Benchmark for Multimodal Browsing Agents,Preprint/technical report,arXiv (ICLR 2026 submission withdrawn),2508.13186,datacite:arxiv,1.0,MM-BrowseComp: A Comprehensive Benchmark for Multimodal Browsing Agents,arXiv,Preprint,2025,10.48550/arxiv.2508.13186,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.13186,OK_PREPRINT,
453,LCoW: Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,Archival published,International Conference on Learning Representations,arXiv:2503.10689,datacite:arxiv,0.969,Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,arXiv,Preprint,2025,10.48550/arxiv.2503.10689,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2503.10689,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
