record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
7,Improving Language Understanding by Generative Pre-Training,Archival published,OpenAI Blog,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
55,A Critical Evaluation of AI Feedback for Aligning Large Language Models,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/33870b3e099880cd8e705cd07173ac27-Abstract-Conference.html,crossref:title,1.0,A Critical Evaluation of AI Feedback for Aligning Large Language Models,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-0919,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 29166-29190 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
104,Retroformer Retrospective Large Language Agents with Policy Gradient Optimization,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,Retroformer: Retrospective Large Language Agents with Policy Gradient Optimization,,preprint,2023,10.48550/arxiv.2308.02151,https://openalex.org/W4385644214,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
152,Advances and Challenges in Foundation Agents,Preprint/technical report,arXiv book/survey; uploaded duplicate,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
200,Self-Discover: Large Language Models Self-Compose Reasoning Structures,Archival published,NeurIPS 2024 (Main Conf. Track),https://openreview.net/forum?id=BROvXhmzYK; 2402.03620,crossref:title,1.0,SELF-DISCOVER: Large Language Models Self-Compose Reasoning Structures,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-4004,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 126032-126058 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
248,MARFT: Multi-Agent Reinforcement Fine-Tuning,Preprint/technical report,,2504.16129,datacite:arxiv,1.0,MARFT: Multi-Agent Reinforcement Fine-Tuning,arXiv,Preprint,2025,10.48550/arxiv.2504.16129,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.16129,OK_PREPRINT,
298,WALT: Web Agents that Learn Tools,Archival published,International Conference on Learning Representations,arXiv:2510.01524,datacite:arxiv,1.0,WALT: Web Agents that Learn Tools,arXiv,Preprint,2025,10.48550/arxiv.2510.01524,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01524,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
346,OSWorld Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,Archival published,Advances in NeurIPS,arXiv:2404.07972,crossref:title,1.0,OSWorld: Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-1650,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 52040-52094 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
394,Open CaptchaWorld A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,Archival accepted,NeurIPS 2025 (Datasets & Benchmarks),neurips.cc/virtual/2025 poster 121537; 2505.24878,crossref:title,1.0,Open CaptchaWorld: A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-3006,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 99835-99860 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
444,OS-ATLAS: A Foundation Action Model for Generalist GUI Agents,Archival published,International Conference on Learning Representations,arXiv:2410.23218,datacite:arxiv,1.0,OS-ATLAS: A Foundation Action Model for Generalist GUI Agents,arXiv,Preprint,2024,10.48550/arxiv.2410.23218,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.23218,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
