record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
20,Training Compute-Optimal Large Language Models,Archival published,Advances in Neural Information Processing Systems,arXiv:2203.15556,openalex:title,1.0,Training Compute-Optimal Large Language Models,,conference-paper,2022,10.52202/068431-2176,https://openalex.org/W7133225605,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,1,1,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 30016-30030,OK_ARCHIVAL,
68,ReAct: Synergizing Reasoning and Acting in Language Models,Archival published,International Conference on Learning Representations,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
117,On the Self-Verification Limitations of Large Language Models on Reasoning and Planning Tasks,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,On the Self-Verification Limitations of Large Language Models on Reasoning and Planning Tasks,,preprint,2024,10.48550/arxiv.2402.08115,https://openalex.org/W4391833261,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
165,Beyond Pipelines: A Survey of the Paradigm Shift toward Model-Native Agentic AI,Preprint/technical report,arXiv / survey with journal-style template,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
213,360°REA: Towards Reusable Experience Accumulation with 360° Assessment for Multi-Agent Systems,Archival published,"Findings of the Association for Computational Linguistics: ACL 2024, pages 13149–13162",https://doi.org/10.18653/v1/2024.findings-acl.778,crossref:doi,0.984,360∘REA: Towards A Reusable Experience Accumulation with 360∘ Assessment for Multi-Agent System,Findings of the Association for Computational Linguistics ACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-acl.778,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 13149-13162 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics ACL 2024',OK_ARCHIVAL,
261,"Agentic AI: A Comprehensive Survey of Architectures, Applications, and Future Directions",Preprint/technical report,arXiv preprint arXiv:2510.25445,,crossref:title,1.0,"Agentic AI: a comprehensive survey of architectures, applications, and future directions",Artificial Intelligence Review,journal-article,2025,10.1007/s10462-025-11422-4,,openalex:title | crossref:title,2,2,2,,openalex:title: location[journal]='Artificial Intelligence Review' | openalex:title: DOI prefix 10.1007 (Springer) | crossref:title: crossref type=journal-article venue='Artificial Intelligence Review',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Artificial Intelligence Review'
311,OpenWebAgent: An Open Toolkit to Enable Web Agents on Large Language Models,Archival published,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics: System Demonstrations,https://doi.org/10.18653/v1/2024.acl-demos.27,crossref:title,1.0,OpenWebAgent: An Open Toolkit to Enable Web Agents on Large Language Models,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 3: System Demonstrations),proceedings-article,2024,10.18653/v1/2024.acl-demos.8,,openalex:title | crossref:title,2,2,2,openalex:doi: title mismatch 0.283 -> Proofread: Fixes All Errors with One Tap | crossref:doi: title mismatch 0.283 -> Proofread: Fixes All Errors with One Tap,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 72-81 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 3: System Demonstrations)',OK_ARCHIVAL,
359,WebChoreArena: Evaluating Web Browsing Agents on Realistic Tedious Web Tasks,Preprint/technical report,arXiv preprint arXiv:2506.01952,,openalex:title,1.0,WebChoreArena: Evaluating Web Browsing Agents on Realistic Tedious Web Tasks,,preprint,2025,10.48550/arxiv.2506.01952,https://openalex.org/W4414899013,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
407,WebArXiv: Evaluating Multimodal Agents on Time-Invariant arXiv Tasks,Preprint/technical report,,2507.00938,datacite:arxiv,1.0,WebArXiv: Evaluating Multimodal Agents on Time-Invariant arXiv Tasks,arXiv,Preprint,2025,10.48550/arxiv.2507.00938,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2507.00938,OK_PREPRINT,
457,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,Archival published,International Conference on Learning Representations,arXiv:2306.07863,datacite:arxiv,1.0,Synapse: Trajectory-as-Exemplar Prompting with Memory for Computer Control,arXiv,Preprint,2023,10.48550/arxiv.2306.07863,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2306.07863,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
