record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
43,A Review on Language Models as Knowledge Bases,Preprint/technical report,arXiv preprint arXiv:2204.06031,,openalex:title,1.0,A Review on Language Models as Knowledge Bases,,preprint,2022,10.48550/arxiv.2204.06031,https://openalex.org/W4223974161,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
92,Gorilla: Large Language Model Connected with Massive APIs,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/e4c61f578ff07830f5c37378dd3ecb0d-Abstract-Conference.html,crossref:title,1.0,Gorilla: Large Language Model Connected with Massive APIs,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-4020,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 126544-126565 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
140,A Survey on Complex Tasks for Goal-Directed Interactive Agents,Preprint/technical report,arXiv / survey,,openalex:title,1.0,A Survey on Complex Tasks for Goal-Directed Interactive Agents,,preprint,2024,10.48550/arxiv.2409.18538,https://openalex.org/W4403798795,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
188,AlphaZero-Like Tree-Search can Guide Large Language Model Decoding and Training,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 49890-49920",https://proceedings.mlr.press/v235/wan24c.html,openalex:title,1.0,Alphazero-like Tree-Search can Guide Large Language Model Decoding and Training,,preprint,2023,10.48550/arxiv.2309.17179,https://openalex.org/W4387294204,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
236,AgentSquare Automatic LLM Agent Search in Modular Design Space,Preprint/technical report,arXiv preprint,,openalex:title,1.0,AgentSquare: Automatic LLM Agent Search in Modular Design Space,,preprint,2024,10.48550/arxiv.2410.06153,https://openalex.org/W4403344644,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
284,Reinforcement Learning on Web Interfaces using Workflow-Guided Exploration,Archival published,International Conference on Learning Representations,,openalex:title,1.0,Reinforcement Learning on Web Interfaces Using Workflow-Guided Exploration,,preprint,2018,10.48550/arxiv.1802.08802,https://openalex.org/W2786616516,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
334,LegalWebAgent: Empowering Access to Justice via LLM-Based Web Agents,Preprint/technical report,arXiv preprint arXiv:2504.16453,arXiv:2504.16453,openalex:title,1.0,LegalWebAgent: Empowering Access to Justice via LLM-Based Web Agents,,preprint,2025,10.48550/arxiv.2512.04105,https://openalex.org/W4417086410,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
382,Towards a Realistic Long-Term Benchmark for Open-Web Research Agents,Preprint/technical report,arXiv,2409.14913,datacite:arxiv,1.0,Towards a Realistic Long-Term Benchmark for Open-Web Research Agents,arXiv,Preprint,2024,10.48550/arxiv.2409.14913,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.14913,OK_PREPRINT,
430,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 19544-19572",https://proceedings.mlr.press/v235/hu24s.html,openalex:title,1.0,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,,preprint,2024,10.48550/arxiv.2401.05507,https://openalex.org/W4390833011,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
480,Web Agents with World Models Learning and Leveraging Environment Dynamics in Web Navigation,Preprint/technical report,arXiv preprint arXiv:2512.23676,,openalex:title,1.0,Web Agents with World Models: Learning and Leveraging Environment Dynamics in Web Navigation,,preprint,2024,10.48550/arxiv.2410.13232,https://openalex.org/W4403579391,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
