record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
9,Finetuned Language Models Are Zero-Shot Learners,Archival published,International Conference on Learning Representations,,openalex:title,1.0,Finetuned Language Models Are Zero-Shot Learners,,preprint,2021,10.48550/arxiv.2109.01652,https://openalex.org/W3198002980,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
57,Beyond Chain-of-Thought: A Survey of Chain-of-X Paradigms for LLMs,Archival published,"Proceedings of the 31st International Conference on Computational Linguistics (COLING 2025), pages 10795–10809",https://doi.org/10.18653/v1/2025.coling-main.719,openalex:title,1.0,Beyond Chain-of-Thought: A Survey of Chain-of-X Paradigms for LLMs,,preprint,2024,10.48550/arxiv.2404.15676,https://openalex.org/W4395483223,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
106,Agents An Open-source Framework for Autonomous Language Agents,Preprint/technical report,arXiv / software framework paper,,openalex:title,1.0,Agents: An Open-source Framework for Autonomous Language Agents,,preprint,2023,10.48550/arxiv.2309.07870,https://openalex.org/W4386794440,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
154,UFO2: The Desktop AgentOS,Preprint/technical report,arXiv / Microsoft technical report,,openalex:title,1.0,UFO2: The Desktop AgentOS,,preprint,2025,10.48550/arxiv.2504.14603,https://openalex.org/W4416374833,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
202,A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 26396-26415",https://proceedings.mlr.press/v235/lee24c.html,openalex:title,1.0,A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts,,preprint,2024,10.48550/arxiv.2402.09727,https://openalex.org/W4391912783,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
250,Orchestrating Agents and Data for Enterprise: A Blueprint Architecture for Compound AI,Preprint/technical report,arXiv preprint arXiv:2504.08148,,crossref:title,1.0,Orchestrating Agents and Data for Enterprise: A Blueprint Architecture for Compound AI,2025 IEEE 41st International Conference on Data Engineering Workshops (ICDEW),proceedings-article,2025,10.1109/icdew67478.2025.00007,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 18-27 | crossref:title: crossref type=proceedings-article venue='2025 IEEE 41st International Conference on Data Engineering Workshops (ICDEW)',UPGRADE,register 'Preprint/technical report'; strong archival evidence '2025 IEEE 41st International Conference on Data Engineering Workshops (ICDEW)'
300,Grounding Open-Domain Instructions to Automate Web Support Tasks,Archival published,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,https://doi.org/10.18653/v1/2021.naacl-main.89,crossref:title,1.0,Grounding Open-Domain Instructions to Automate Web Support Tasks,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,proceedings-article,2021,10.18653/v1/2021.naacl-main.80,,openalex:title | openalex:title | crossref:title,3,2,2,openalex:doi: title mismatch 0.372 -> Harnessing Multilinguality in Unsupervised Machine Translation for Rare Languages | crossref:doi: title mismatch 0.372 -> Harnessing Multilinguality in Unsupervised Machine Translation for Rare Languages,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 1022-1032 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies',OK_ARCHIVAL,
348,AssistantBench: Can Web Agents Solve Realistic and Time-Consuming Tasks,Archival published,Proceedings of EMNLP 2024,,crossref:title,1.0,AssistantBench: Can Web Agents Solve Realistic and Time-Consuming Tasks?,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2024,10.18653/v1/2024.emnlp-main.505,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 8938-8968 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing',OK_ARCHIVAL,
396,Agent-RewardBench Towards a Unified Benchmark for Reward Modeling across Perception Planning and Safety in Real-World Multimodal Agents,Archival published,Proceedings of ACL (Long Papers),arXiv:2506.21252,crossref:title,1.0,"Agent-RewardBench: Towards a Unified Benchmark for Reward Modeling across Perception, Planning, and Safety in Real-World Multimodal Agents",Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.857,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 17521-17541 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
446,UI-TARS Pioneering Automated GUI Interaction with Native Agents,Preprint/technical report,arXiv preprint arXiv:2501.12326,,openalex:title,1.0,UI-TARS: Pioneering Automated GUI Interaction with Native Agents,,preprint,2025,10.48550/arxiv.2501.12326,https://openalex.org/W4406755521,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
