record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
26,PaLM-E: An Embodied Multimodal Language Model,Archival published,"ICML 2023, PMLR 202",https://proceedings.mlr.press/v202/driess23a.html,openalex:title,1.0,PaLM-E: An Embodied Multimodal Language Model,,preprint,2023,10.48550/arxiv.2303.03378,https://openalex.org/W4323572061,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
74,The Rise and Potential of Large Language Model Based Agents A Survey,Archival published,Sci. China Inf. Sci.,https://doi.org/10.1007/s11432-024-4222-0,crossref:doi,1.0,The rise and potential of large language model based agents: a survey,Science China Information Sciences,journal-article,2025,10.1007/s11432-024-4222-0,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Science China Information Sciences' | openalex:doi: DOI prefix 10.1007 (Springer) | crossref:doi: crossref type=journal-article venue='Science China Information Sciences',OK_ARCHIVAL,
123,LLMs in the Imaginarium: Tool Learning through Simulated Trial and Error,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,LLMs in the Imaginarium: Tool Learning through Simulated Trial and Error,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.570,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 10583-10604 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
171,Agentic Reasoning for Large Language Models,Preprint/technical report,arXiv / survey,,openalex:title,1.0,Agentic Reasoning for Large Language Models,,preprint,2026,10.48550/arxiv.2601.12538,https://openalex.org/W7125263063,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
219,Ask-before-Plan: Proactive Language Agents for Real-World Planning,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.636,crossref:doi,1.0,Ask-before-Plan: Proactive Language Agents for Real-World Planning,Findings of the Association for Computational Linguistics: EMNLP 2024,proceedings-article,2024,10.18653/v1/2024.findings-emnlp.636,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 10836-10863 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: EMNLP 2024',OK_ARCHIVAL,
267,The Era of Agentic Organization: Learning to Organize with Language Models,Preprint/technical report,arXiv preprint arXiv:2510.26658,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
317,Mobile-Agent-E Self-Evolving Mobile Assistant for Complex Tasks,Workshop/conditional,NeurIPS 2025 Workshop on Self-Evolving Agents,arXiv:2501.11733,datacite:arxiv,1.0,Mobile-Agent-E: Self-Evolving Mobile Assistant for Complex Tasks,arXiv,Preprint,2025,10.48550/arxiv.2501.11733,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2501.11733,OK_PREPRINT,
365,"BrowseComp-V3: A Visual, Vertical, and Verifiable Benchmark for Multimodal Browsing Agents",Preprint/technical report,arXiv preprint arXiv:2602.12876,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
413,NEWSAGENT: Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,Archival published,Findings of ACL 2026 (volume live; ISBN 979-8-89176-395-1),https://aclanthology.org/volumes/2026.findings-acl/; 2509.00446,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
463,GUICourse From General Vision Language Models to Versatile GUI Agents,Archival published,Proceedings of ACL,arXiv:2406.11317,crossref:title,0.985,GUICourse: From General Vision Language Model to Versatile GUI Agent,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.1065,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 21936-21959 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
