record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
46,Adapting Language Models to Compress Contexts,Archival published,"Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing, pages 3829-3846",https://doi.org/10.18653/v1/2023.emnlp-main.232,crossref:doi,1.0,Adapting Language Models to Compress Contexts,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2023,10.18653/v1/2023.emnlp-main.232,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 3829-3846 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing',OK_ARCHIVAL,
95,MemoryBank: Enhancing Large Language Models with Long-Term Memory,Archival published,"Proceedings of the AAAI Conference on Artificial Intelligence, 38(17), 19724-19731",https://doi.org/10.1609/aaai.v38i17.29946,crossref:doi,1.0,MemoryBank: Enhancing Large Language Models with Long-Term Memory,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2024,10.1609/aaai.v38i17.29946,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:doi: DOI prefix 10.1609 (AAAI) | openalex:doi: pages 19724-19731 | crossref:doi: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
143,Generalist Virtual Agents: A Survey on Autonomous Agents Across Digital Platforms,Preprint/technical report,arXiv / survey,,openalex:title,1.0,Generalist Virtual Agents: A Survey on Autonomous Agents Across Digital Platforms,,preprint,2024,10.48550/arxiv.2411.10943,https://openalex.org/W4404570349,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
191,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,Archival published,"The Twelfth International Conference on Learning Representations (ICLR 2024), Poster",https://openreview.net/forum?id=EhrzQwsV4K,openalex:title,1.0,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,,preprint,2023,10.48550/arxiv.2310.02003,https://openalex.org/W4387356199,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
239,TaskBench: Benchmarking Large Language Models for Task Automation,Archival published,"Advances in Neural Information Processing Systems 37, Datasets and Benchmarks Track (NeurIPS 2024)",https://proceedings.neurips.cc/paper_files/paper/2024/hash/085185ea97db31ae6dcac7497616fd3e-Abstract-Datasets_and_Benchmarks_Track.html,crossref:title,1.0,TaskBench: Benchmarking Large Language Models for Task Automation,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-0148,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 4540-4574 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
287,Large Language Model Powered Agents in the Web,Archival published,Companion Proceedings of the ACM Web Conference 2024,https://doi.org/10.1145/3589335.3641240,crossref:doi,1.0,Large Language Model Powered Agents in the Web,Companion Proceedings of the ACM Web Conference 2024,proceedings-article,2024,10.1145/3589335.3641240,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 1242-1245 | crossref:doi: crossref type=proceedings-article venue='Companion Proceedings of the ACM Web Conference 2024',OK_ARCHIVAL,
337,Mind2Web: Towards a Generalist Agent for the Web,Archival published,Advances in NeurIPS,arXiv:2306.06070,crossref:title,1.0,Mind2Web: Towards a Generalist Agent for the Web,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-1220,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 28091-28114 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
385,Agent-as-a-Judge Evaluate Agents with Agents,Archival published,Proceedings of ICML,arXiv:2410.10934,datacite:arxiv,1.0,Agent-as-a-Judge: Evaluate Agents with Agents,arXiv,Preprint,2024,10.48550/arxiv.2410.10934,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.10934,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
433,A Long Way to Go: Investigating Length Correlations in RLHF,Archival published,First Conference on Language Modeling (COLM 2024),arXiv:2310.03716,datacite:arxiv,1.0,A Long Way to Go: Investigating Length Correlations in RLHF,arXiv,Preprint,2023,10.48550/arxiv.2310.03716,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2310.03716,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
483,AGENTOCCAM: A Simple Yet Strong Baseline for LLM-Based Web Agents,Archival published,International Conference on Learning Representations,arXiv:2410.13825,datacite:arxiv,1.0,AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents,arXiv,Preprint,2024,10.48550/arxiv.2410.13825,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.13825,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
531,GUI-R1 A Generalist R1-Style Vision-Language Action Model For GUI Agents,Preprint/technical report,arXiv preprint arXiv:2504.10458,,openalex:title,1.0,GUI-R1 : A Generalist R1-Style Vision-Language Action Model For GUI Agents,,preprint,2025,10.48550/arxiv.2504.10458,https://openalex.org/W4416053353,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
580,Efficient Agent Training for Computer Use,Archival accepted,ICLR 2026 (Poster),https://openreview.net/forum?id=cDuA6ZNvCl; arXiv:2505.13909,datacite:arxiv,1.0,Efficient Agent Training for Computer Use,arXiv,Preprint,2025,10.48550/arxiv.2505.13909,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.13909,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
628,WebATLAS: An LLM Agent with Experience-Driven Memory and Action Simulation,Workshop/non-archival,NeurIPS 2025 Workshop on Language Agents and World Models,https://openreview.net/forum?id=73Oho712rS; arXiv:2510.22732,datacite:arxiv,1.0,WebATLAS: An LLM Agent with Experience-Driven Memory and Action Simulation,arXiv,Preprint,2025,10.48550/arxiv.2510.22732,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.22732,OK_PREPRINT,
676,"Advanced Web Scraping in the Modern Web: Techniques, Prevention, and AI Integration",Unconfirmed,,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
724,"Poison Once, Exploit Forever: Environment-Injected Memory Poisoning Attacks on Web Agents",Preprint/technical report,arXiv preprint arXiv:2604.02623,,openalex:title,1.0,"Poison Once, Exploit Forever: Environment-Injected Memory Poisoning Attacks on Web Agents",,preprint,2026,10.48550/arxiv.2604.02623,https://openalex.org/W7151060071,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
772,Tool Preferences in Agentic LLMs are Unreliable,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,arXiv:2504.02041,crossref:title,1.0,Tool Preferences in Agentic LLMs are Unreliable,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2025,10.18653/v1/2025.emnlp-main.1060,,openalex:title | openalex:title | openalex:title | crossref:title,4,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 20965-20980 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing',OK_ARCHIVAL,
