record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
11,Large Language Models are Zero-Shot Reasoners,Archival published,Advances in Neural Information Processing Systems,,crossref:title,1.0,Large Language Models Are Zero-Shot Reasoners,Advances in Neural Information Processing Systems 35,proceedings-article,2022,10.52202/068431-1613,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 22199-22213 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 35',OK_ARCHIVAL,
59,Mind's Eye of LLMs: Visualization-of-Thought: Elicits Spatial Reasoning in Large Language Models,Archival published,Advances in Neural Information Processing Systems,,crossref:title,1.0,Mind's Eye of LLMs: Visualization-of-Thought Elicits Spatial Reasoning in Large Language Models,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-2866,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 90277-90317 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
108,FireAct Toward Language Agent Fine-tuning,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,FireAct: Toward Language Agent Fine-tuning,,preprint,2023,10.48550/arxiv.2310.05915,https://openalex.org/W4387560542,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
156,LLM-Based Human-Agent Collaboration and Interaction Systems A Survey,Preprint/technical report,arXiv / survey; overlaps with previous human-agent survey,,crossref:title,1.0,LLM-Based Human-Agent Collaboration and Interaction Systems: A Survey,Findings of the Association for Computational Linguistics: ACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-acl.1811,,openalex:title | openalex:title | openalex:title | openalex:title | crossref:title | crossref:title | crossref:title,7,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 36335-36364 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026'
204,"WorldCoder, a Model-Based LLM Agent: Building World Models by Writing Code and Interacting with the Environment",Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/820c61a0cd419163ccbd2c33b268816e-Abstract-Conference.html,crossref:title,1.0,"WorldCoder, a Model-Based LLM Agent: Building World Models by Writing Code and Interacting with the Environment",Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-2243,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 70148-70212 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
252,Towards Agentic RAG with Deep Reasoning: A Survey of RAG-Reasoning Systems in LLMs,Preprint/technical report,arXiv preprint,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
302,WebGLM: Towards an Efficient Web-Enhanced Question Answering System with Human Preferences,Archival published,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,https://doi.org/10.1145/3580305.3599931,crossref:doi,1.0,WebGLM: Towards An Efficient Web-Enhanced Question Answering System with Human Preferences,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,proceedings-article,2023,10.1145/3580305.3599931,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 4549-4560 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining',OK_ARCHIVAL,
350,TheAgentCompany Benchmarking LLM Agents on Consequential Real World Tasks,Archival published,NeurIPS 2025 Datasets and Benchmarks Track,,crossref:title,1.0,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-0315,,openalex:title | crossref:title,2,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 10291-10321 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
398,DeepResearch Bench A Comprehensive Benchmark for Deep Research Agents,Preprint/technical report,arXiv,2506.11763,datacite:arxiv,1.0,DeepResearch Bench: A Comprehensive Benchmark for Deep Research Agents,arXiv,Preprint,2025,10.48550/arxiv.2506.11763,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.11763,OK_PREPRINT,
448,Surfer-H Meets Holo1: Cost-Efficient Web Agent Powered by Open Weights,Preprint/technical report,arXiv preprint arXiv:2506.02865,https://doi.org/10.48550/arXiv.2506.02865,datacite:arxiv,1.0,Surfer-H Meets Holo1: Cost-Efficient Web Agent Powered by Open Weights,arXiv,Preprint,2025,10.48550/arxiv.2506.02865,,datacite:arxiv | openalex:doi | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.02865,OK_PREPRINT,
