record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
1,Attention Is All You Need,Archival published,Advances in NeurIPS,,openalex:title,1.0,Attention Is All You Need,,preprint,2025,10.65215/2q58a426,https://openalex.org/W2626778328,openalex:title | crossref:title | crossref:title,3,1,1,,openalex:title: pages 5998-6008,OK_ARCHIVAL,
49,SelfCheck: Using LLMs to Zero-Shot Check Their Own Step-by-Step Reasoning,Archival published,"The Twelfth International Conference on Learning Representations (ICLR 2024), Poster",https://openreview.net/forum?id=pTHfApDakA,openalex:title,1.0,SelfCheck: Using LLMs to Zero-Shot Check Their Own Step-by-Step Reasoning,,preprint,2023,10.48550/arxiv.2308.00436,https://openalex.org/W4385963592,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
98,ToolLLM: Facilitating Large Language Models to Master 16000+ Real-World APIs,Archival published,The Twelfth International Conference on Learning Representations (ICLR 2024),https://openreview.net/forum?id=dHng2O0Jjr,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
146,Agentic Reasoning: Reasoning LLMs with Tools for the Deep Research,Preprint/technical report,arXiv / preprint,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
194,Automating the Generation of Prompts for LLM-based Action Choice in PDDL Planning,Archival published,"Proceedings of the 35th International Conference on Automated Planning and Scheduling (ICAPS 2025), volume 35, issue 1, pages 250-259",https://doi.org/10.1609/icaps.v35i1.36126,crossref:doi,1.0,Automating the Generation of Prompts for LLM-based Action Choice in PDDL Planning,Proceedings of the International Conference on Automated Planning and Scheduling,journal-article,2025,10.1609/icaps.v35i1.36126,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Proceedings of the International Conference on Automated Planning and Scheduling' | openalex:doi: DOI prefix 10.1609 (AAAI) | openalex:doi: pages 250-259 | crossref:doi: crossref type=journal-article venue='Proceedings of the International Conference on Automated Planning and Scheduling',OK_ARCHIVAL,
242,EscapeBench: Towards Advancing Creative Intelligence of Language Model Agents,Archival published,"Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (ACL 2025), Long Papers",https://doi.org/10.18653/v1/2025.acl-long.39,crossref:doi,1.0,EscapeBench: Towards Advancing Creative Intelligence of Language Model Agents,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.39,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 798-820 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
290,AutoGLM Autonomous Foundation Agents for GUIs,Preprint/technical report,arXiv preprint arXiv:2411.00820,,openalex:title,1.0,AutoGLM: Autonomous Foundation Agents for GUIs,,preprint,2024,10.48550/arxiv.2411.00820,https://openalex.org/W4404350148,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
340,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,Archival published,Proceedings of ICML,,openalex:title,1.0,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,,preprint,2024,10.48550/arxiv.2402.05930,https://openalex.org/W4391710134,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
388,WebOlympus: An Open Platform for Web Agents on Live Websites,Archival published,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,arXiv:2412.10642,crossref:title,1.0,WebOlympus: An Open Platform for Web Agents on Live Websites,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,proceedings-article,2024,10.18653/v1/2024.emnlp-demo.20,,openalex:title | crossref:title,2,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 187-197 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations',OK_ARCHIVAL,
437,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,Archival published,Proceedings of ICML,arXiv:2210.03347,datacite:arxiv,1.0,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,arXiv,Preprint,2022,10.48550/arxiv.2210.03347,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2210.03347,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
