record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
22,Emergent Abilities of Large Language Models,Archival published,Transactions on Machine Learning Research,https://openreview.net/forum?id=yzkSU5zdwD,openalex:title,1.0,Emergent Abilities of Large Language Models,,preprint,2022,10.48550/arxiv.2206.07682,https://openalex.org/W4283026156,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
70,Toolformer: Language Models Can Teach Themselves to Use Tools,Archival published,Advances in NeurIPS,,crossref:title,1.0,Toolformer: Language Models Can Teach Themselves to Use Tools,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-2997,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 68539-68551 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
119,Executable Code Actions Elicit Better LLM Agents,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 50208-50232",https://proceedings.mlr.press/v235/wang24h.html,openalex:title,1.0,Executable Code Actions Elicit Better LLM Agents,,preprint,2024,10.48550/arxiv.2402.01030,https://openalex.org/W4391555701,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
167,Memory as Action: Autonomous Context Curation for Long-Horizon Agentic Tasks,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,Memory as Action: Autonomous Context Curation for Long-Horizon Agentic Tasks,Findings of the Association for Computational Linguistics: ACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-acl.956,,openalex:title | crossref:title,2,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 19149-19164 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026'
215,AgentKit: Structured LLM Reasoning with Dynamic Graphs,Archival accepted,Conference on Language Modeling (COLM 2024),https://openreview.net/forum?id=PKfAq8N4fK,openalex:title,1.0,AgentKit: Structured LLM Reasoning with Dynamic Graphs,,preprint,2024,10.48550/arxiv.2404.11483,https://openalex.org/W4394947983,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
263,Agentic Reasoning and Refinement through Semantic Interaction,Preprint/technical report,arXiv preprint arXiv:2510.02157,,openalex:title,1.0,Agentic Reasoning and Refinement through Semantic Interaction,,preprint,2025,10.48550/arxiv.2510.02157,https://openalex.org/W4414821037,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
313,Turn Every Application into an Agent: Towards Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents,Archival published,Proceedings of ACL (Long Papers),arXiv:2409.17140,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
361,Mind2Web 2 Evaluating Agentic Search with Agent-as-a-Judge,Archival published,Advances in NeurIPS,arXiv:2506.21506,crossref:title,1.0,Mind2Web 2: Evaluating Agentic Search with Agent-as-a-Judge,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-5778,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 192393-192451 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
409,WideSearch: Benchmarking Agentic Broad Info-Seeking,Preprint/technical report,arXiv (ByteDance Seed),2508.07999,datacite:arxiv,1.0,WideSearch: Benchmarking Agentic Broad Info-Seeking,arXiv,Preprint,2025,10.48550/arxiv.2508.07999,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.07999,OK_PREPRINT,
459,Dual-View Visual Contextualization for Web Navigation,Archival published,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,arXiv:2402.04476,crossref:title,1.0,Dual-View Visual Contextualization for Web Navigation,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,2024,10.1109/cvpr52733.2024.01369,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 14445-14454 | crossref:title: crossref type=proceedings-article venue='2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)',OK_ARCHIVAL,
