record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
42,A Systematic Evaluation of Large Language Models of Code,Workshop/conditional,Proceedings of the 6th ACM SIGPLAN International Symposium on Machine Programming (Deep Learning for Code Workshop at ICLR 2022),,crossref:title,1.0,A systematic evaluation of large language models of code,Proceedings of the 6th ACM SIGPLAN International Symposium on Machine Programming,proceedings-article,2022,10.1145/3520312.3534862,,openalex:title | openalex:title | openalex:title | openalex:title | openalex:title | openalex:title | openalex:title | crossref:title,8,2,2,,openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 1-10 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 6th ACM SIGPLAN International Symposium on Machine Programming',UPGRADE,register 'Workshop/conditional'; strong archival evidence 'Proceedings of the 6th ACM SIGPLAN International Symposium on Machine Programming'
91,AdaPlanner Adaptive Planning from Feedback with Language Models,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,AdaPlanner: Adaptive Planning from Feedback with Language Models,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-2537,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 58202-58245 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Advances in Neural Information Processing Systems 36'
139,Can We Rely on LLM Agents to Draft Long-Horizon Plans: Let’s Take TravelPlanner as an Example,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,Can We Rely on LLM Agents to Draft Long-Horizon Plans? Let's Take TravelPlanner as an Example,,preprint,2024,10.48550/arxiv.2408.06318,https://openalex.org/W4402387500,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
187,AdaRefiner: Refining Decisions of Language Models with Adaptive Feedback,Archival published,"Findings of the Association for Computational Linguistics: NAACL 2024, pages 782-799",https://doi.org/10.18653/v1/2024.findings-naacl.50,crossref:doi,1.0,AdaRefiner: Refining Decisions of Language Models with Adaptive Feedback,Findings of the Association for Computational Linguistics: NAACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-naacl.50,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 782-799 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: NAACL 2024',OK_ARCHIVAL,
235,Agents Thinking Fast and Slow A Talker-Reasoner Architecture,Preprint/technical report,NeurIPS 2024 Open-World Agents Workshop,OpenReview xPhcP6rbI4; 2410.08328,datacite:arxiv,1.0,Agents Thinking Fast and Slow: A Talker-Reasoner Architecture,arXiv,Preprint,2024,10.48550/arxiv.2410.08328,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.08328,OK_PREPRINT,
283,- WebVoyager: Building an End-to-End Web Agent with,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2024.acl-long.371,crossref:doi,0.8,WebVoyager: Building an End-to-End Web Agent with Large Multimodal Models,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.371,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 6864-6890 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
333,Building the Web for Agents: A Declarative Framework for Agent-Web Interaction,Preprint/technical report,arXiv preprint,,openalex:title,1.0,Building the Web for Agents: A Declarative Framework for Agent-Web Interaction,,preprint,2025,10.48550/arxiv.2511.11287,https://openalex.org/W4416344042,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
381,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,Archival published,International Conference on Learning Representations,arXiv:2408.06327,datacite:arxiv,1.0,VisualAgentBench: Towards Large Multimodal Models as Visual Foundation Agents,arXiv,Preprint,2024,10.48550/arxiv.2408.06327,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2408.06327,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
429,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,Archival published,"International Journal of Computer Vision, volume 134, article 118",https://doi.org/10.1007/s11263-025-02676-0,crossref:doi,1.0,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,International Journal of Computer Vision,journal-article,2026,10.1007/s11263-025-02676-0,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='International Journal of Computer Vision' | openalex:doi: DOI prefix 10.1007 (Springer) | crossref:doi: crossref type=journal-article venue='International Journal of Computer Vision',OK_ARCHIVAL,
479,RaDA: Retrieval-augmented Web Agent Planning with LLMs,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2024.findings-acl.802,crossref:doi,1.0,RaDA: Retrieval-augmented Web Agent Planning with LLMs,Findings of the Association for Computational Linguistics ACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-acl.802,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 13511-13525 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics ACL 2024',OK_ARCHIVAL,
