record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
30,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",Archival published,The Twelfth International Conference on Learning Representations (ICLR 2024),https://openreview.net/forum?id=hSyW5go0v8,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
78,Self-Refine: Iterative Refinement with Self-Feedback,Archival published,NeurIPS 2023,https://proceedings.neurips.cc/paper_files/paper/2023/hash/91edff07232fb1b55a505a9e9f6c0ff3-Abstract-Conference.html,crossref:title,1.0,Self-Refine: Iterative Refinement with Self-Feedback,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-2019,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 46534-46594 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
127,THE LANDSCAPE OF EMERGING AI AGENT ARCHITECTURES,Preprint/technical report,arXiv (tech report),2404.11584,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
175,A Survey on the Optimization of Large Language Model-based agents,Archival published,ACM-style journal article / arXiv version,,crossref:title,1.0,A Survey on the Optimization of Large Language Model-based Agents,ACM Computing Surveys,journal-article,2026,10.1145/3789261,,openalex:title | crossref:title,2,2,2,,openalex:title: location[journal]='ACM Computing Surveys' | openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 1-37 | crossref:title: crossref type=journal-article venue='ACM Computing Surveys',VENUE_MISMATCH,register 'ACM-style journal article / arXiv version' vs external archival venues ['ACM Computing Surveys']
223,AriGraph: Learning Knowledge Graph World Models with Episodic Memory for LLM Agents,Archival published,Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence (IJCAI 2025),https://doi.org/10.24963/ijcai.2025/2,crossref:doi,1.0,AriGraph: Learning Knowledge Graph World Models with Episodic Memory for LLM Agents,Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence,proceedings-article,2025,10.24963/ijcai.2025/2,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.24963 (IJCAI) | openalex:doi: pages 12-20 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence',OK_ARCHIVAL,
271,AORCHESTRA: Automating Sub-Agent Creation for Agentic Orchestration,Preprint/technical report,arXiv preprint arXiv:2602.03786,,openalex:title,1.0,AOrchestra: Automating Sub-Agent Creation for Agentic Orchestration,,preprint,2026,10.48550/arxiv.2602.03786,https://openalex.org/W7127572889,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
321,WebThinker: Empowering Large Reasoning Models with Deep Research Capability,Archival published,Advances in NeurIPS,arXiv:2504.21776,crossref:title,1.0,WebThinker: Empowering Large Reasoning Models with Deep Research Capability,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-4011,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 133164-133204 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
369,Odysseys: Benchmarking Web Agents on Realistic Long Horizon Tasks,Preprint/technical report,arXiv preprint arXiv:2604.24964,https://doi.org/10.48550/arXiv.2604.24964,datacite:arxiv,1.0,Odysseys: Benchmarking Web Agents on Realistic Long Horizon Tasks,arXiv,Preprint,2026,10.48550/arxiv.2604.24964,,datacite:arxiv | openalex:doi | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2604.24964,OK_PREPRINT,
417,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,Archival published,ICLR 2026 (Poster),https://openreview.net/forum?id=vUaY1t64ZZ; 2510.11977,datacite:arxiv,1.0,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,arXiv,Preprint,2025,10.48550/arxiv.2510.11977,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.11977,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
467,HtmlRAG: HTML is Better Than Plain Text for Modeling Retrieved Knowledge in RAG Systems,Archival published,Proceedings of the ACM Web Conference 2025,https://doi.org/10.1145/3696410.3714815,crossref:title,1.0,HtmlRAG: HTML is Better Than Plain Text for Modeling Retrieved Knowledge in RAG Systems,Proceedings of the ACM on Web Conference 2025,proceedings-article,2025,10.1145/3696410.3714546,,openalex:title | openalex:title | crossref:title,3,2,2,openalex:doi: title mismatch 0.223 -> Robust Graph Learning Against Adversarial Evasion Attacks via Prior-Free Diffusion-Based Structure Purification | crossref:doi: title mismatch 0.223 -> Robust Graph Learning Against Adversarial Evasion Attacks via Prior-Free Diffusion-Based Structure Purification,openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 1733-1746 | crossref:title: crossref type=proceedings-article venue='Proceedings of the ACM on Web Conference 2025',OK_ARCHIVAL,
