record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
34,To CoT or Not to CoT? Chain-of-Thought Helps Mainly on Math and Symbolic Reasoning,Archival published,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=4hSaB8l9cB,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
82,MM-REACT Prompting ChatGPT for Multimodal Reasoning and Action,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,MM-REACT: Prompting ChatGPT for Multimodal Reasoning and Action,,preprint,2023,10.48550/arxiv.2303.11381,https://openalex.org/W4353113046,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
131,SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,Archival published,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),https://proceedings.neurips.cc/paper_files/paper/2024/hash/5a7c947568c1b11d7d4a2c5b9b3f9e7f-Abstract-Conference.html,crossref:title,1.0,SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-1601,,openalex:title | crossref:title,2,1,1,,crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
179,Can Large Language Models Play Text Games Well Current State-of-the-Art and Open Questions,Preprint/technical report,arXiv,2304.02868,datacite:arxiv,1.0,Can Large Language Models Play Text Games Well? Current State-of-the-Art and Open Questions,arXiv,Preprint,2023,10.48550/arxiv.2304.02868,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2304.02868,OK_PREPRINT,
227,Asynchronous Tool Usage for Real-Time Agents,Preprint/technical report,,2410.21620,datacite:arxiv,1.0,Asynchronous Tool Usage for Real-Time Agents,arXiv,Preprint,2024,10.48550/arxiv.2410.21620,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.21620,OK_PREPRINT,
275,LatentMem: Customizing Latent Memory for Multi-Agent Systems,Preprint/technical report,arXiv preprint arXiv:2602.03036,,openalex:title,1.0,LatentMem: Customizing Latent Memory for Multi-Agent Systems,,preprint,2026,,https://openalex.org/W7127740010,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
325,Embodied Web Agents Bridging Physical-Digital Realms for Integrated Agent Intelligence,Preprint/technical report,arXiv preprint / under review,,crossref:title,1.0,Embodied Web Agents: Bridging Physical-Digital Realms for Integrated Agent Intelligence,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-1585,,openalex:title | crossref:title,2,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 53031-53050 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Advances in Neural Information Processing Systems 38'
373,TravelPlanner A Benchmark for Real-World Planning with Language Agents,Archival published,Proceedings of ICML,arXiv:2402.01622,datacite:arxiv,1.0,TravelPlanner: A Benchmark for Real-World Planning with Language Agents,arXiv,Preprint,2024,10.48550/arxiv.2402.01622,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2402.01622,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
421,EcomBench: Towards Holistic Evaluation of Foundation Agents in E-commerce,Preprint/technical report,,2512.08868,datacite:arxiv,1.0,EcomBench: Towards Holistic Evaluation of Foundation Agents in E-commerce,arXiv,Preprint,2025,10.48550/arxiv.2512.08868,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2512.08868,OK_PREPRINT,
471,ScreenSpot-Pro: GUI Grounding for Professional High-Resolution Computer Use,Archival published,Proceedings of ACM Multimedia,https://doi.org/10.1145/3746027.3755688,crossref:doi,1.0,ScreenSpot-Pro: GUI Grounding for Professional High-Resolution Computer Use,Proceedings of the 33rd ACM International Conference on Multimedia,proceedings-article,2025,10.1145/3746027.3755688,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 8778-8786 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 33rd ACM International Conference on Multimedia',OK_ARCHIVAL,
