record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
35,LLMs Still Can't Plan; Can LRMs: A Preliminary Evaluation of OpenAI's o1 on PlanBench,Preprint/technical report,arXiv preprint arXiv:2409.13373,arXiv:2409.13373,datacite:arxiv,1.0,LLMs Still Can't Plan; Can LRMs? A Preliminary Evaluation of OpenAI's o1 on PlanBench,arXiv,Preprint,2024,10.48550/arxiv.2409.13373,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.13373,OK_PREPRINT,
83,TaskMatrix.AI Completing Tasks by Connecting Foundation Models with Millions of APIs,Preprint/technical report,arXiv / Microsoft technical report,,crossref:title,1.0,TaskMatrix.AI: Completing Tasks by Connecting Foundation Models with Millions of APIs,Intelligent Computing,journal-article,2024,10.34133/icomputing.0063,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: location[journal]='Intelligent Computing' | crossref:title: crossref type=journal-article venue='Intelligent Computing',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Intelligent Computing'
132,AvaTaR: Optimizing LLM Agents for Tool Usage via Contrastive Reasoning,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,AvaTaR: Optimizing LLM Agents for Tool Usage via Contrastive Reasoning,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-0817,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 25981-26010 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Advances in Neural Information Processing Systems 37'
180,Introspective Tips Large Language Model for In-Context Decision Making,Preprint/technical report,,2305.11598,datacite:arxiv,1.0,Introspective Tips: Large Language Model for In-Context Decision Making,arXiv,Preprint,2023,10.48550/arxiv.2305.11598,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2305.11598,OK_PREPRINT,
228,"On The Planning Abilities of OpenAI’s o1 Models: Feasibility, Optimality, and Generalizability",Preprint/technical report,arXiv,2409.19924,datacite:arxiv,1.0,"On The Planning Abilities of OpenAI's o1 Models: Feasibility, Optimality, and Generalizability",arXiv,Preprint,2024,10.48550/arxiv.2409.19924,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.19924,OK_PREPRINT,
276,"MCP-Flow: Facilitating LLM Agents to Master Real-World, Diverse and Scaling MCP Tools",Preprint/technical report,arXiv preprint arXiv:2510.24284,,crossref:title,1.0,"MCP-Flow: Facilitating LLM Agents to Master Real-World, Diverse and Scaling MCP Tools",Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.231,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 5087-5116 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
326,Agentic Web: Weaving the Next Web with AI Agents,Preprint/technical report,arXiv preprint arXiv:2502.09543,arXiv:2502.09543,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
374,AndroidWorld A Dynamic Benchmarking Environment for Autonomous Agents,Archival published,International Conference on Learning Representations,arXiv:2405.14573,datacite:arxiv,1.0,AndroidWorld: A Dynamic Benchmarking Environment for Autonomous Agents,arXiv,Preprint,2024,10.48550/arxiv.2405.14573,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2405.14573,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
422,Evaluating Long-Context Reasoning in LLM-Based WebAgents,Workshop/non-archival,"NeurIPS 2025 LAW Workshop (Bridging Language, Agent, and World Models)",2512.04307,datacite:arxiv,1.0,Evaluating Long-Context Reasoning in LLM-Based WebAgents,arXiv,Preprint,2025,10.48550/arxiv.2512.04307,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2512.04307,OK_PREPRINT,
472,Phi-Ground Tech Report: Advancing Perception in GUI Grounding,Preprint/technical report,,2507.23779,datacite:arxiv,1.0,Phi-Ground Tech Report: Advancing Perception in GUI Grounding,arXiv,Preprint,2025,10.48550/arxiv.2507.23779,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2507.23779,OK_PREPRINT,
