record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
15,GPT-4 Technical Report,Preprint/technical report,arXiv preprint arXiv:2303.08774,https://doi.org/10.48550/arXiv.2303.08774,openalex:title,1.0,GPT-4 Technical Report,Leibniz international proceedings in informatics,preprint,2023,10.4230/lipics.cosit.2024.11,https://openalex.org/W4327810158,datacite:arxiv | openalex:title,2,1,0,,openalex:title: location[journal]='Leibniz international proceedings in informatics',OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: Leibniz international proceedings in informatics
63,Thinking LLMs: General Instruction Following with Thought Generation,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267",https://proceedings.mlr.press/v267/wu25o.html,openalex:title,1.0,Thinking LLMs: General Instruction Following with Thought Generation,,preprint,2024,10.48550/arxiv.2410.10630,https://openalex.org/W4403571128,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
112,ADaPT As-Needed Decomposition and Planning with Language Models,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,ADaPT: As-Needed Decomposition and Planning with Language Models,Findings of the Association for Computational Linguistics: NAACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-naacl.264,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 4226-4252 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: NAACL 2024',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: NAACL 2024'
160,Doc2Agent Scalable Generation of Tool-Using Agents from API Documentation,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,Doc2Agent: Scalable Generation of Tool-Using Agents from API Documentation,,preprint,2025,10.48550/arxiv.2506.19998,https://openalex.org/W4414988052,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
208,Language Guided Exploration for RL Agents in Text Environments,Archival published,"Findings of the Association for Computational Linguistics: NAACL 2024, pages 93–102",https://doi.org/10.18653/v1/2024.findings-naacl.7,crossref:doi,1.0,Language Guided Exploration for RL Agents in Text Environments,Findings of the Association for Computational Linguistics: NAACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-naacl.7,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 93-102 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: NAACL 2024',OK_ARCHIVAL,
256,AgentScope 1.0: A Developer-Centric Framework for Building Agentic Applications,Preprint/technical report,arXiv preprint arXiv:2508.16279,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
306,Mobile-Agent: Autonomous Multi-Modal Mobile Device Agent with Visual Perception,Preprint/technical report,arXiv preprint arXiv:2401.16158,arXiv:2401.16158,datacite:arxiv,1.0,Mobile-Agent: Autonomous Multi-Modal Mobile Device Agent with Visual Perception,arXiv,Preprint,2024,10.48550/arxiv.2401.16158,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2401.16158,OK_PREPRINT,
354,A Survey on Benchmarks of LLM-based GUI Agents,Preprint/technical report,arXiv preprint arXiv:2504.13865,,crossref:title,1.0,A Survey on Benchmarks of LLM-based GUI Agents,,posted-content,2025,10.36227/techrxiv.176591818.87526814/v1,,openalex:title | crossref:title,2,0,0,,crossref:title: crossref type=posted-content (preprint),OK_PREPRINT,
402,MCP-Universe: Benchmarking Large Language Models with Real-World Model Context Protocol Servers,Preprint/technical report,arXiv (under review),2508.14704,datacite:arxiv,1.0,MCP-Universe: Benchmarking Large Language Models with Real-World Model Context Protocol Servers,arXiv,Preprint,2025,10.48550/arxiv.2508.14704,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.14704,OK_PREPRINT,
452,FocusAgent: Simple Yet Effective Ways of Trimming the Large Context of Web Agents,Preprint/technical report,arXiv preprint arXiv:2510.03204,,openalex:title,1.0,FocusAgent: Simple Yet Effective Ways of Trimming the Large Context of Web Agents,,preprint,2025,10.48550/arxiv.2510.03204,https://openalex.org/W4416371353,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
500,Guiding VLM Agents with Process Rewards at Inference Time for GUI Navigation,Preprint/technical report,,2504.16073,datacite:arxiv,1.0,Guiding VLM Agents with Process Rewards at Inference Time for GUI Navigation,arXiv,Preprint,2025,10.48550/arxiv.2504.16073,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.16073,OK_PREPRINT,
548,WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,Archival published,Proceedings of CVPR,,openalex:title,1.0,WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,,preprint,2026,10.48550/arxiv.2601.02439,https://openalex.org/W7118316232,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
597,Mirage-1: Augmenting and Updating GUI Agent with Hierarchical Multimodal Skills,Preprint/technical report,arXiv,2506.10387,datacite:arxiv,1.0,Mirage-1: Augmenting and Updating GUI Agent with Hierarchical Multimodal Skills,arXiv,Preprint,2025,10.48550/arxiv.2506.10387,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.10387,OK_PREPRINT,
