record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
36,Retrieval Augmented Generation (RAG) and Beyond: A Comprehensive Survey on How to Make your LLMs use External Data More Wisely,Preprint/technical report,arXiv preprint,,openalex:title,1.0,Retrieval Augmented Generation (RAG) and Beyond: A Comprehensive Survey on How to Make your LLMs use External Data More Wisely,,preprint,2024,10.48550/arxiv.2409.14924,https://openalex.org/W4403796472,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
84,ViperGPT: Visual Inference via Python Execution for Reasoning,Archival published,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.01092,crossref:doi,1.0,ViperGPT: Visual Inference via Python Execution for Reasoning,2023 IEEE/CVF International Conference on Computer Vision (ICCV),proceedings-article,2023,10.1109/iccv51070.2023.01092,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1109 (IEEE) | openalex:doi: pages 11854-11864 | crossref:doi: crossref type=proceedings-article venue='2023 IEEE/CVF International Conference on Computer Vision (ICCV)',OK_ARCHIVAL,
133,Tool Learning with Large Language Models: A Survey,Preprint/technical report,arXiv / survey,,openalex:title,1.0,Tool learning with large language models: a survey,Frontiers of Computer Science,article,2025,10.1007/s11704-024-40678-2,https://openalex.org/W4406297511,openalex:title | openalex:title,2,1,0,,openalex:title: location[journal]='Frontiers of Computer Science' | openalex:title: DOI prefix 10.1007 (Springer),OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: Frontiers of Computer Science
181,Knowledge-enhanced Agents for Interactive Text Games,Archival published,"K-CAP '23: Proceedings of the 12th Knowledge Capture Conference, pages 157-165",https://doi.org/10.1145/3587259.3627561,crossref:doi,1.0,Knowledge-enhanced Agents for Interactive Text Games,Proceedings of the 12th Knowledge Capture Conference 2023,proceedings-article,2023,10.1145/3587259.3627561,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 157-165 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 12th Knowledge Capture Conference 2023',OK_ARCHIVAL,
229,Planning in Strawberry Fields: Evaluating and Improving the Planning and Scheduling Capabilities of LRM o1,Preprint/technical report,,2410.02162,datacite:arxiv,1.0,Planning in Strawberry Fields: Evaluating and Improving the Planning and Scheduling Capabilities of LRM o1,arXiv,Preprint,2024,10.48550/arxiv.2410.02162,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.02162,OK_PREPRINT,
277,OCR-Memory: Optical Context Retrieval for Long-Horizon Agent Memory,Preprint/technical report,arXiv preprint arXiv:2604.26622,,crossref:title,1.0,OCR-Memory: Optical Context Retrieval for Long-Horizon Agent Memory,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.474,,openalex:title | openalex:title | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 10409-10420 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
327,CoAct-1: Computer-using Agents with Coding as Actions,Preprint/technical report,arXiv preprint arXiv:2504.13762,arXiv:2504.13762,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
375,WorkBench a Benchmark Dataset for Agents in a Realistic Workplace Setting,Archival published,COLM,https://openreview.net/forum?id=4HNAwZFDcH,openalex:title,1.0,WorkBench: a Benchmark Dataset for Agents in a Realistic Workplace Setting,,preprint,2024,10.48550/arxiv.2405.00823,https://openalex.org/W4396653533,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
423,AGENCYBENCH: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,Archival published,"ACL 2026 (Vol. 1: Long Papers, pp. 7422–7440)",https://aclanthology.org/2026.acl-long.337/; 2601.11044,crossref:title,1.0,AgencyBench: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.337,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | openalex:title | openalex:title | crossref:title,7,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 7422-7440 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
473,Beyond Pixels: Exploring DOM Downsampling for LLM-Based Web Agents,Preprint/technical report,arXiv preprint arXiv:2508.04412,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
