record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
2,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,Archival published,Proceedings of NAACL,https://doi.org/10.18653/v1/N19-1423,crossref:doi,1.0,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,"Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)",proceedings-article,2019,10.18653/v1/n19-1423,,openalex:doi | crossref:doi,2,2,2,,"openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 4171-4186 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)'",OK_ARCHIVAL,
50,Chain-of-Verification Reduces Hallucination in Large Language Models,Archival published,"Findings of the Association for Computational Linguistics: ACL 2024, pages 3563-3578",https://doi.org/10.18653/v1/2024.findings-acl.212,crossref:doi,1.0,Chain-of-Verification Reduces Hallucination in Large Language Models,Findings of the Association for Computational Linguistics ACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-acl.212,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 3563-3578 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics ACL 2024',OK_ARCHIVAL,
99,AutoDroid: LLM-powered Task Automation in Android,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,AutoDroid: LLM-powered Task Automation in Android,Proceedings of the 30th Annual International Conference on Mobile Computing and Networking,proceedings-article,2024,10.1145/3636534.3649379,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 543-557 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 30th Annual International Conference on Mobile Computing and Networking',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 30th Annual International Conference on Mobile Computing and Networking'
147,PlanGenLLMs: A Modern Survey of LLM Planning Capabilities,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2025.acl-long.958,crossref:doi,1.0,PlanGenLLMs: A Modern Survey of LLM Planning Capabilities,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.958,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 19497-19521 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
195,Controlling Large Language Model-based Agents for Large-Scale Decision-Making An Actor-Critic Approach,Workshop/non-archival,LLM Agents Workshop @ ICLR 2024 (non-archival),2311.13884,datacite:arxiv,1.0,Controlling Large Language Model-based Agents for Large-Scale Decision-Making: An Actor-Critic Approach,arXiv,Preprint,2023,10.48550/arxiv.2311.13884,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2311.13884,OK_PREPRINT,
243,Aviary training language agents on challenging scientific tasks,Preprint/technical report,,2412.21154,datacite:arxiv,1.0,Aviary: training language agents on challenging scientific tasks,arXiv,Preprint,2024,10.48550/arxiv.2412.21154,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2412.21154,OK_PREPRINT,
293,GUI Agents with Foundation Models: A Comprehensive Survey,Preprint/technical report,arXiv preprint arXiv:2411.04890,,openalex:title,1.0,GUI Agents with Foundation Models: A Comprehensive Survey,,preprint,2024,10.48550/arxiv.2411.04890,https://openalex.org/W4404404752,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
341,AgentBench Evaluating LLMs as Agents,Archival published,International Conference on Learning Representations,arXiv:2308.03688,datacite:arxiv,1.0,AgentBench: Evaluating LLMs as Agents,arXiv,Preprint,2023,10.48550/arxiv.2308.03688,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2308.03688,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
389,A3: Android Agent Arena for Mobile GUI Agents,Archival published,Findings of ACL 2026,https://aclanthology.org/2026.findings-acl.184/; 2501.01149,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
438,Set-of-Mark Prompting Unleashes Extraordinary Visual Grounding in GPT-4V,Preprint/technical report,arXiv preprint arXiv:2310.11441,,openalex:title,1.0,Set-of-Mark Prompting Unleashes Extraordinary Visual Grounding in GPT-4V,,preprint,2023,10.48550/arxiv.2310.11441,https://openalex.org/W4387800098,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
