record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
12,Least-to-Most Prompting Enables Complex Reasoning in Large Language Models,Archival published,International Conference on Learning Representations,,openalex:title,1.0,Least-to-Most Prompting Enables Complex Reasoning in Large Language Models,,preprint,2022,10.48550/arxiv.2205.10625,https://openalex.org/W4281483047,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
60,"Are Long-LLMs A Necessity For Long-Context Tasks: Hongjin Qian1,2, Zheng Liu2∗, Peitian Zhang1, Kelong Mao1, Yujia Zhou1",Preprint/technical report,arXiv preprint arXiv:2405.15318,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
109,MemGPT Towards LLMs as Operating Systems,Preprint/technical report,arXiv preprint arXiv:2310.08560,arXiv:2310.08560,datacite:arxiv,1.0,MemGPT: Towards LLMs as Operating Systems,arXiv,Preprint,2023,10.48550/arxiv.2310.08560,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2310.08560,OK_PREPRINT,
157,ReflAct World-Grounded Decision Making in LLM Agents via Goal-State Reflection,Archival published,Proceedings of EMNLP,arXiv:2505.15182,crossref:title,1.0,ReflAct: World-Grounded Decision Making in LLM Agents via Goal-State Reflection,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2025,10.18653/v1/2025.emnlp-main.1697,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | openalex:title | crossref:title,6,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 33421-33453 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing',OK_ARCHIVAL,
205,"A Survey on Game Playing Agents and Large Models: Methods, Applications, and Challenges",Preprint/technical report,,2403.10249,datacite:arxiv,1.0,"A Survey on Game Playing Agents and Large Models: Methods, Applications, and Challenges",arXiv,Preprint,2024,10.48550/arxiv.2403.10249,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2403.10249,OK_PREPRINT,
253,A Comprehensive Review of AI Agents -Transforming Possibilities in Technology and Beyond,Preprint/technical report,,2508.11957,datacite:arxiv,1.0,A Comprehensive Review of AI Agents: Transforming Possibilities in Technology and Beyond,arXiv,Preprint,2025,10.48550/arxiv.2508.11957,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.11957,OK_PREPRINT,
303,A Zero-Shot Language Agent for Computer Control with Structured Reflection,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2023,https://doi.org/10.18653/v1/2023.findings-emnlp.753,crossref:doi,1.0,A Zero-Shot Language Agent for Computer Control with Structured Reflection,Findings of the Association for Computational Linguistics: EMNLP 2023,proceedings-article,2023,10.18653/v1/2023.findings-emnlp.753,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 11261-11274 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: EMNLP 2023',OK_ARCHIVAL,
351,The BrowserGym Ecosystem for Web Agent Research,Archival published,TMLR,arXiv:2412.05467,datacite:arxiv,1.0,The BrowserGym Ecosystem for Web Agent Research,arXiv,Preprint,2024,10.48550/arxiv.2412.05467,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2412.05467,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
399,FormFactory An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,Archival published,Proceedings of ACM Multimedia,https://doi.org/10.1145/3746027.3758285,crossref:doi,1.0,FormFactory: An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,Proceedings of the 33rd ACM International Conference on Multimedia,proceedings-article,2025,10.1145/3746027.3758285,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 13273-13280 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 33rd ACM International Conference on Multimedia',OK_ARCHIVAL,
449,UGround: Unified Visual Grounding for GUI Agents,Archival published,International Conference on Learning Representations,https://openreview.net/forum?id=kxnoqaisCT,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
497,ExACT Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,Archival published,International Conference on Learning Representations,arXiv:2410.02052,datacite:arxiv,1.0,ExACT: Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,arXiv,Preprint,2024,10.48550/arxiv.2410.02052,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.02052,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
545,Avenir-Web1: Human-Experience-Imitating Multimodal Web Agents with Mixture of Grounding Experts,Preprint/technical report,arXiv preprint arXiv:2602.02468,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
594,WebDancer Towards Autonomous Information Seeking Agency,Archival published,Advances in NeurIPS,arXiv:2505.22648,crossref:title,1.0,WebDancer: Towards Autonomous Information Seeking Agency,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-4035,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 134093-134121 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
642,WebSuite: Systematically Evaluating Why Web Agents Fail,Preprint/technical report,arXiv preprint arXiv:2406.01623,,openalex:title,1.0,WebSuite: Systematically Evaluating Why Web Agents Fail,,preprint,2024,10.48550/arxiv.2406.01623,https://openalex.org/W4399404790,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
690,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,Archival published,"Proceedings of the VLDB Endowment, Vol. 18, No. 10, pages 3504–3517",https://doi.org/10.14778/3748191.3748211,crossref:doi,1.0,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,Proceedings of the VLDB Endowment,journal-article,2025,10.14778/3748191.3748211,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Proceedings of the VLDB Endowment' | openalex:doi: DOI prefix 10.14778 (VLDB) | openalex:doi: pages 3504-3517 | crossref:doi: crossref type=journal-article venue='Proceedings of the VLDB Endowment',OK_ARCHIVAL,
738,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267:68316–68342",https://proceedings.mlr.press/v267/xiang25a.html,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
786,SMCP: Secure Model Context Protocol,Archival accepted,,,openalex:title,1.0,SMCP: Secure Model Context Protocol,,preprint,2026,10.48550/arxiv.2602.01129,https://openalex.org/W7127349036,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
