record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
19,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,Archival published,ICLR 2021,https://openreview.net/forum?id=YicbFdNTTy,openalex:title,1.0,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,International Conference on Learning Representations,conference-paper,2021,,https://openalex.org/W3119786062,openalex:title | openalex:title,2,1,1,,openalex:title: location[conference]='International Conference on Learning Representations',OK_ARCHIVAL,
67,DeepSeek-R1 Thoughtology: Let’s -think: about LLM reasoning,Preprint/technical report,,2504.07128,datacite:arxiv,1.0,DeepSeek-R1 Thoughtology: Let's think about LLM Reasoning,arXiv,Preprint,2025,10.48550/arxiv.2504.07128,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.07128,OK_PREPRINT,
116,"LLMs Can’t Plan, But Can Help Planning in LLM-Modulo Frameworks",Preprint/technical report,arXiv / preprint,,openalex:title,1.0,"LLMs Can't Plan, But Can Help Planning in LLM-Modulo Frameworks",,preprint,2024,10.48550/arxiv.2402.01817,https://openalex.org/W4391631244,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
164,ACON: Optimizing Context Compression for Long-horizon LLM Agents,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,ACON: Optimizing Context Compression for Long-horizon LLM Agents,,preprint,2025,10.48550/arxiv.2510.00615,https://openalex.org/W4414808569,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
212,"Toward Self-Improvement of LLMs via Imagination, Searching, and Criticizing",Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/5e5853f35164e434015716a8c2a66543-Abstract-Conference.html,crossref:title,1.0,"Toward Self-Improvement of LLMs via Imagination, Searching, and Criticizing",Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-1670,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 52723-52748 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
260,ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory,Preprint/technical report,arXiv (Google),2509.25140,datacite:arxiv,1.0,ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory,arXiv,Preprint,2025,10.48550/arxiv.2509.25140,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2509.25140,OK_PREPRINT,
310,Automating the Enterprise with Foundation Models,Archival published,Proceedings of the VLDB Endowment,https://doi.org/10.14778/3685800.3685852,crossref:title,1.0,Automating the Enterprise with Foundation Models,Proceedings of the VLDB Endowment,journal-article,2024,10.14778/3681954.3681964,,openalex:title | openalex:title | crossref:title,3,2,2,openalex:doi: title mismatch 0.333 -> MLOS in Action: Bridging the Gap Between Experimentation and Auto-Tuning in the Cloud | crossref:doi: title mismatch 0.333 -> MLOS in Action: Bridging the Gap Between Experimentation and Auto-Tuning in the Cloud,openalex:title: location[journal]='Proceedings of the VLDB Endowment' | openalex:title: DOI prefix 10.14778 (VLDB) | openalex:title: pages 2805-2812 | crossref:title: crossref type=journal-article venue='Proceedings of the VLDB Endowment',OK_ARCHIVAL,
358,DeepShop: A Benchmark for Deep Research Shopping Agents,Preprint/technical report,arXiv preprint arXiv:2506.02839,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
406,ShoppingBench: A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,Archival accepted,AAAI 2026 (Technical Track),https://doi.org/10.1609/aaai.v40i39.40640; 2508.04266,crossref:doi,1.0,ShoppingBench: A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2026,10.1609/aaai.v40i39.40640,,datacite:arxiv | openalex:doi | crossref:doi,3,2,2,,openalex:doi: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:doi: DOI prefix 10.1609 (AAAI) | openalex:doi: pages 33521-33529 | crossref:doi: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
456,WebSRC: A Dataset for Web-Based Structural Reading Comprehension,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2021.emnlp-main.343,crossref:doi,1.0,WebSRC: A Dataset for Web-Based Structural Reading Comprehension,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2021,10.18653/v1/2021.emnlp-main.343,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[conference]='Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing' | openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 4173-4185 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing',OK_ARCHIVAL,
