record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
14,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Archival published,"Journal of Machine Learning Research, 21(140):1–67",10.48550/arXiv.1910.10683,openalex:doi,1.0,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Journal of Machine Learning Research,preprint,2019,10.48550/arxiv.1910.10683,https://openalex.org/W2981852735,datacite:arxiv | openalex:doi,2,1,1,,openalex:doi: location[journal]='Journal of Machine Learning Research' | openalex:doi: pages 1-67,OK_ARCHIVAL,
62,"Retrieving, Rethinking and Revising: The Chain-of-Verification Can Improve Retrieval Augmented Generation",Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.607,crossref:doi,1.0,"Retrieving, Rethinking and Revising: The Chain-of-Verification Can Improve Retrieval Augmented Generation",Findings of the Association for Computational Linguistics: EMNLP 2024,proceedings-article,2024,10.18653/v1/2024.findings-emnlp.607,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 10371-10393 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: EMNLP 2024',OK_ARCHIVAL,
111,TaskWeaver: A Code-First Agent Framework,Preprint/technical report,arXiv / Microsoft technical report,,openalex:title,1.0,TaskWeaver: A Code-First Agent Framework,,preprint,2023,10.48550/arxiv.2311.17541,https://openalex.org/W4389217618,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
159,MMSearch-R1: Incentivizing LMMs to Search,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,MMSearch-R1: Incentivizing LMMs to Search,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.114,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 2456-2487 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
207,Can LLM-Augmented Autonomous Agents Cooperate? An Evaluation of Their Cooperative Capabilities Through Melting Pot,Archival published,"IEEE Transactions on Artificial Intelligence, early-access publication in 2025; later assigned to volume 7, issue 2, pages 610–624",https://doi.org/10.1109/TAI.2025.3569192,crossref:doi,1.0,Can LLM-Augmented Autonomous Agents Cooperate? An Evaluation of Their Cooperative Capabilities Through Melting Pot,IEEE Transactions on Artificial Intelligence,journal-article,2026,10.1109/tai.2025.3569192,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='IEEE Transactions on Artificial Intelligence' | openalex:doi: DOI prefix 10.1109 (IEEE) | openalex:doi: pages 674-683 | crossref:doi: crossref type=journal-article venue='IEEE Transactions on Artificial Intelligence',OK_ARCHIVAL,
255,"A Survey on AgentOps: Categorization, Challenges, and Future Directions",Preprint/technical report,,2508.02121,datacite:arxiv,1.0,"A Survey on AgentOps: Categorization, Challenges, and Future Directions",arXiv,Preprint,2025,10.48550/arxiv.2508.02121,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.02121,OK_PREPRINT,
305,AppAgent Multimodal Agents as Smartphone Users,Archival published,Proceedings of the CHI Conference on Human Factors in Computing Systems,https://doi.org/10.1145/3706598.3713989,crossref:title,1.0,AppAgent: Multimodal Agents as Smartphone Users,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,proceedings-article,2025,10.1145/3706598.3713600,,openalex:title | openalex:title | crossref:title,3,2,2,openalex:doi: title mismatch 0.288 -> Exploring the Impact of Intervention Methods on Developers’ Security Behavior in a Manipulated ChatGPT Study | crossref:doi: title mismatch 0.288 -> Exploring the Impact of Intervention Methods on Developers’ Security Behavior in a Manipulated ChatGPT Study,openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 1-20 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems',OK_ARCHIVAL,
353,BEARCUBS A benchmark for computer-using web agents,Archival published,COLM,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
401,MCP-Bench: Benchmarking Tool-Using LLM Agents with Complex Real-World Tasks via MCP Servers,Preprint/technical report,arXiv (under review),2508.20453,datacite:arxiv,1.0,MCP-Bench: Benchmarking Tool-Using LLM Agents with Complex Real-World Tasks via MCP Servers,arXiv,Preprint,2025,10.48550/arxiv.2508.20453,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.20453,OK_PREPRINT,
451,LineRetriever Planning-Aware Observation Reduction for Web Agents,Preprint/technical report,arXiv preprint arXiv:2507.00210,,openalex:title,1.0,LineRetriever: Planning-Aware Observation Reduction for Web Agents,,preprint,2025,10.48550/arxiv.2507.00210,https://openalex.org/W4416850334,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
