record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
21,Flamingo: a Visual Language Model for Few-Shot Learning,Archival published,NeurIPS 2022,https://proceedings.neurips.cc/paper_files/paper/2022/hash/960a172bc7fbf0177ccccbb411a7d800-Abstract-Conference.html,openalex:title,1.0,Flamingo: a Visual Language Model for Few-Shot Learning,,preprint,2022,10.48550/arxiv.2204.14198,https://openalex.org/W4225323055,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
69,Reflexion: Language Agents with Verbal Reinforcement Learning,Archival published,Advances in NeurIPS,,crossref:title,1.0,Reflexion: language agents with verbal reinforcement learning,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-0377,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 8634-8652 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
118,PreAct: Predicting Future in ReAct Enhances Agent’s Planning Ability,Preprint/technical report,arXiv / preprint,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
166,Experience-Driven Exploration for Efficient API-Free AI Agents,Preprint/technical report,arXiv / preprint,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
214,A Survey on Large Language Model-Based Game Agents,Archival accepted,ACM Computing Surveys (to appear),https://doi.org/10.48550/arXiv.2404.02039; arXiv:2404.02039,datacite:arxiv,1.0,A Survey on Large Language Model-Based Game Agents,arXiv,Preprint,2024,10.48550/arxiv.2404.02039,,datacite:arxiv | openalex:doi | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2404.02039,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
262,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,Archival accepted,"International Conference on Learning Representations, ICLR 2026",https://openreview.net/forum?id=eC4ygDs02R,openalex:title,1.0,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,,preprint,2025,10.48550/arxiv.2510.04618,https://openalex.org/W4414971614,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
312,Steward: Natural Language Web Automation,Preprint/technical report,arXiv preprint,,openalex:title,1.0,Steward: Natural Language Web Automation,,preprint,2024,10.48550/arxiv.2409.15441,https://openalex.org/W4403786242,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
360,EconWebArena Benchmarking Autonomous Agents on Economic Tasks in Realistic Web Environments,Workshop/conditional,NeurIPS 2025 Workshop on Generative AI in Finance,arXiv:2506.08136,crossref:title,1.0,EconWebArena: Benchmarking Autonomous Agents on Economic Tasks in Realistic Web Environments,"Proceedings of the Fifth Workshop on Generation, Evaluation and Metrics (GEM)",proceedings-article,2026,10.18653/v1/2026.gem-main.67,,datacite:arxiv | openalex:title | openalex:title | crossref:title,4,2,2,,"openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 779-796 | crossref:title: crossref type=proceedings-article venue='Proceedings of the Fifth Workshop on Generation, Evaluation and Metrics (GEM)'",UPGRADE,"register 'Workshop/conditional'; strong archival evidence 'Proceedings of the Fifth Workshop on Generation, Evaluation and Metrics (GEM)'"
408,WebWalker: Benchmarking LLMs in Web Traversal,Archival published,Proceedings of ACL (Long Papers),arXiv:2501.07572,crossref:title,1.0,WebWalker: Benchmarking LLMs in Web Traversal,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.508,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 10290-10305 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
458,Hierarchical Multimodal Pre-training for Visually Rich Webpage Understanding,Archival published,Proceedings of ACM WSDM,https://doi.org/10.1145/3616855.3635753,crossref:doi,1.0,Hierarchical Multimodal Pre-training for Visually Rich Webpage Understanding,Proceedings of the 17th ACM International Conference on Web Search and Data Mining,proceedings-article,2024,10.1145/3616855.3635753,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 864-872 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 17th ACM International Conference on Web Search and Data Mining',OK_ARCHIVAL,
