record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
5,Training language models to follow instructions with human feedback,Archival published,Advances in NeurIPS,,crossref:title,1.0,Training Language Models to Follow Instructions with Human Feedback,Advances in Neural Information Processing Systems 35,proceedings-article,2022,10.52202/068431-2011,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 27730-27744 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 35',OK_ARCHIVAL,
53,Exploring the Reasoning Abilities of Multimodal Large Language Models (MLLMs)- A Comprehensive Survey on Emerging Trends in Multimodal Reasoning,Preprint/technical report,arXiv preprint,,openalex:title,1.0,Exploring the Reasoning Abilities of Multimodal Large Language Models (MLLMs): A Comprehensive Survey on Emerging Trends in Multimodal Reasoning,,preprint,2024,10.48550/arxiv.2401.06805,https://openalex.org/W4390961147,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
102,ExpeL: LLM Agents Are Experiential Learners,Archival published,"Proceedings of the AAAI Conference on Artificial Intelligence, 38(17), 19632-19642",https://doi.org/10.1609/aaai.v38i17.29936,crossref:doi,1.0,ExpeL: LLM Agents Are Experiential Learners,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2024,10.1609/aaai.v38i17.29936,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:doi: DOI prefix 10.1609 (AAAI) | openalex:doi: pages 19632-19642 | crossref:doi: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
150,API Agents vs. GUI Agents: Divergence and Convergence,Preprint/technical report,arXiv / preprint,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
198,"A Survey on LLM-Based Multi-Agent Systems: Workflow, Infrastructure, and Challenges",Archival published,"Vicinagearth, volume 1, article 9",https://doi.org/10.1007/s44336-024-00009-2,crossref:doi,1.0,"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges",Vicinagearth,journal-article,2024,10.1007/s44336-024-00009-2,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Vicinagearth.' | openalex:doi: DOI prefix 10.1007 (Springer) | crossref:doi: crossref type=journal-article venue='Vicinagearth',OK_ARCHIVAL,
246,Dual Engines of Thoughts: A Depth-Breadth Integration Framework for Open-Ended Analysis,Preprint/technical report,,2504.07872,datacite:arxiv,1.0,Dual Engines of Thoughts: A Depth-Breadth Integration Framework for Open-Ended Analysis,arXiv,Preprint,2025,10.48550/arxiv.2504.07872,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.07872,OK_PREPRINT,
296,GUI Agents: A Survey,Preprint/technical report,arXiv preprint arXiv:2411.04890,,openalex:title,1.0,GUI Agents: A Survey,,conference-paper,2025,10.18653/v1/2025.findings-acl.1158,https://openalex.org/W4412887860,openalex:title | openalex:title,2,1,0,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 22522-22538,OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: 10.18653/v1/2025.findings-acl.1158
344,WorkArena: How Capable Are Web Agents at Solving Common Knowledge Work Tasks,Archival published,Proceedings of ICML,,openalex:title,1.0,WorkArena: How Capable Are Web Agents at Solving Common Knowledge Work Tasks?,,preprint,2024,10.48550/arxiv.2403.07718,https://openalex.org/W4392781346,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
392,UI-Vision: A Desktop-centric GUI Benchmark for Visual Perception and Interaction,Archival published,ICML 2025 (PMLR 267:45817–45851),https://proceedings.mlr.press/v267/nayak25a.html; 2503.15661,datacite:arxiv,1.0,UI-Vision: A Desktop-centric GUI Benchmark for Visual Perception and Interaction,arXiv,Preprint,2025,10.48550/arxiv.2503.15661,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2503.15661,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
441,SeeClick: Harnessing GUI Grounding for Advanced Visual GUI Agents,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2024.acl-long.505,crossref:doi,1.0,SeeClick: Harnessing GUI Grounding for Advanced Visual GUI Agents,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.505,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 9313-9332 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
490,Tree Search for Language Model Agents,Archival published,TMLR,arXiv:2407.01476,datacite:arxiv,1.0,Tree Search for Language Model Agents,arXiv,Preprint,2024,10.48550/arxiv.2407.01476,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2407.01476,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
538,Go-Browse: Training Web Agents with Structured Exploration,Archival published,International Conference on Learning Representations,arXiv:2506.03533,datacite:arxiv,1.0,Go-Browse: Training Web Agents with Structured Exploration,arXiv,Preprint,2025,10.48550/arxiv.2506.03533,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.03533,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
587,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,Archival accepted,NeurIPS 2025 (poster),https://openreview.net/forum?id=YurjMGGTTj; 2505.00234,crossref:title,1.0,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-2158,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 71753-71786 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
635,DynaWeb: Model-Based Reinforcement Learning of Web Agents,Preprint/technical report,—,https://arxiv.org/abs/2601.22149; arXiv:2601.22149,datacite:arxiv,1.0,DynaWeb: Model-Based Reinforcement Learning of Web Agents,arXiv,Preprint,2026,10.48550/arxiv.2601.22149,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2601.22149,OK_PREPRINT,
683,Webscraper: Leverage Multimodal Large Language Models for Index-Content Web Scraping,Preprint/technical report,arXiv preprint arXiv:2603.29161,,openalex:title,1.0,Webscraper: Leverage Multimodal Large Language Models for Index-Content Web Scraping,,preprint,2026,10.48550/arxiv.2603.29161,https://openalex.org/W7147477644,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
731,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,Archival published,"Findings of the Association for Computational Linguistics: EMNLP 2024, pages 1467-1490",https://doi.org/10.18653/v1/2024.findings-emnlp.79,crossref:doi,1.0,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,Findings of the Association for Computational Linguistics: EMNLP 2024,proceedings-article,2024,10.18653/v1/2024.findings-emnlp.79,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 1467-1490 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: EMNLP 2024',OK_ARCHIVAL,
779,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,Archival accepted,,,openalex:title,1.0,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,,preprint,2025,10.48550/arxiv.2506.01055,https://openalex.org/W4414894549,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
