record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
13,Visual Instruction Tuning,Archival published,Advances in Neural Information Processing Systems,,crossref:title,1.0,Visual Instruction Tuning,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-1516,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 34892-34916 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
61,Buffer of Thoughts: Thought-Augmented Reasoning with Large Language Models,Archival published,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),https://doi.org/10.52202/079017-3607,crossref:doi,1.0,Buffer of Thoughts: Thought-Augmented Reasoning with Large Language Models,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-3607,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:doi: pages 113519-113544 | crossref:doi: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
110,OpenAgents An Open Platform for Language Agents in the Wild,Unconfirmed,EMNLP 2024 demo/system track likely; verify before final citation,,openalex:title,1.0,OpenAgents: An Open Platform for Language Agents in the Wild,,preprint,2023,10.48550/arxiv.2310.10634,https://openalex.org/W4387725609,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
158,Deep Research Agents: A Systematic Examination And Roadmap,Preprint/technical report,arXiv / survey,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
206,CACA Agent Capability Collaboration based AI Agent,Preprint/technical report,,2403.15137,datacite:arxiv,1.0,CACA Agent: Capability Collaboration based AI Agent,arXiv,Preprint,2024,10.48550/arxiv.2403.15137,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2403.15137,OK_PREPRINT,
254,A Comprehensive Survey of Self-Evolving AI Agents,Preprint/technical report,arXiv,2508.07407,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
304,Gpt-4v in wonderland: Large multimodal models for zero-shot smartphone gui navigation,Preprint/technical report,arXiv preprint arXiv:2311.07562,arXiv:2311.07562,datacite:arxiv,1.0,GPT-4V in Wonderland: Large Multimodal Models for Zero-Shot Smartphone GUI Navigation,arXiv,Preprint,2023,10.48550/arxiv.2311.07562,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2311.07562,OK_PREPRINT,
352,WebGames: Challenging General-Purpose Web-Browsing AI Agents,Preprint/technical report,arXiv preprint arXiv:2502.18356,https://doi.org/10.48550/arXiv.2502.18356,datacite:arxiv,1.0,WebGames: Challenging General-Purpose Web-Browsing AI Agents,arXiv,Preprint,2025,10.48550/arxiv.2502.18356,,datacite:arxiv | openalex:doi | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2502.18356,OK_PREPRINT,
400,Evaluation and Benchmarking of LLM Agents: A Survey,Archival published,ACM KDD 2025 (pp. 6129–6139),https://doi.org/10.1145/3711896.3736570; 2507.21504,crossref:doi,1.0,Evaluation and Benchmarking of LLM Agents: A Survey,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,proceedings-article,2025,10.1145/3711896.3736570,,datacite:arxiv | openalex:doi | crossref:doi,3,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 6129-6139 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2',OK_ARCHIVAL,
450,GUI-Actor Coordinate-Free Visual Grounding for GUI Agents,Archival published,Advances in NeurIPS,arXiv:2506.03143,crossref:title,1.0,GUI-Actor: Coordinate-Free Visual Grounding for GUI Agents,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-0508,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 16909-16936 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
