record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
4,Self-consistency improves chain of thought reasoning in language models,Archival published,International Conference on Learning Representations,,openalex:title,1.0,Self-Consistency Improves Chain of Thought Reasoning in Language Models,,preprint,2022,10.48550/arxiv.2203.11171,https://openalex.org/W4221161695,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
52,Learning From Mistakes Makes LLM Better Reasoner,Preprint/technical report,arXiv preprint arXiv:2310.20689,,openalex:title,1.0,Learning From Mistakes Makes LLM Better Reasoner,,preprint,2023,10.48550/arxiv.2310.20689,https://openalex.org/W4388185044,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
101,AutoGen Enabling Next-Gen LLM Applications via Multi-Agent Conversation,Preprint/technical report,arXiv preprint arXiv:2308.08155,arXiv:2308.08155,datacite:arxiv,1.0,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,arXiv,Preprint,2023,10.48550/arxiv.2308.08155,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2308.08155,OK_PREPRINT,
149,"Agentic Large Language Models, a survey",Preprint/technical report,arXiv / survey,,openalex:title,1.0,"Agentic Large Language Models, a Survey",Journal of Artificial Intelligence Research,article,2025,10.1613/jair.1.18675,https://openalex.org/W4409318329,openalex:title,1,1,0,,openalex:title: location[journal]='Journal of Artificial Intelligence Research' | openalex:title: DOI prefix 10.1613 (JAIR),OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: Journal of Artificial Intelligence Research
197,AgentCoder Multi-Agent-based Code Generation with Iterative Testing and Optimisation,Preprint/technical report,,2312.13010,datacite:arxiv,1.0,AgentCoder: Multi-Agent-based Code Generation with Iterative Testing and Optimisation,arXiv,Preprint,2023,10.48550/arxiv.2312.13010,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2312.13010,OK_PREPRINT,
245,Unified Mind Model Reimagining Autonomous Agents in the LLM Era,Preprint/technical report,,2503.03459,datacite:arxiv,1.0,Unified Mind Model: Reimagining Autonomous Agents in the LLM Era,arXiv,Preprint,2025,10.48550/arxiv.2503.03459,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2503.03459,OK_PREPRINT,
295,Large Language Model-Brained GUI Agents: A Survey,Archival published,Transactions on Machine Learning Research,arXiv:2411.18279,datacite:arxiv,1.0,Large Language Model-Brained GUI Agents: A Survey,arXiv,Preprint,2024,10.48550/arxiv.2411.18279,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2411.18279,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
343,OmniACT A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,Archival published,European Conference on Computer Vision,https://doi.org/10.48550/arXiv.2402.17553,crossref:title,1.0,OmniACT: A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,Lecture Notes in Computer Science,book-chapter,2024,10.1007/978-3-031-73113-6_10,,datacite:arxiv | openalex:doi | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: location[book series]='Lecture notes in computer science' | openalex:title: DOI prefix 10.1007 (Springer) | openalex:title: pages 161-178 | crossref:title: crossref type=book-chapter venue='Lecture Notes in Computer Science',VENUE_MISMATCH,"register 'European Conference on Computer Vision' vs external archival venues ['Lecture notes in computer science', 'Lecture Notes in Computer Science']"
391,SWE-bench Goes Live!,Archival published,Advances in NeurIPS,arXiv:2505.23419,crossref:title,1.0,SWE-bench Goes Live!,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-4923,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 163347-163372 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
440,CogAgent A Visual Language Model for GUI Agents,Archival published,Proceedings of CVPR,arXiv:2312.08914,crossref:title,1.0,CogAgent: A Visual Language Model for GUI Agents,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,2024,10.1109/cvpr52733.2024.01354,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 14281-14290 | crossref:title: crossref type=proceedings-article venue='2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)',OK_ARCHIVAL,
