record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
3,Language Models are Few-Shot Learners,Archival published,Advances in NeurIPS,,openalex:title,1.0,Language Models are Few-Shot Learners,Neural Information Processing Systems,preprint,2020,10.48550/arxiv.2005.14165,https://openalex.org/W3030163527,openalex:title | crossref:title,2,2,2,,openalex:title: location[conference]='Neural Information Processing Systems' | openalex:title: pages 1877-1901 | crossref:title: crossref type=book-chapter venue='Neural Horizons The Uncharted Future of Deep Learning',OK_ARCHIVAL,
51,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Archival published,"Findings of the Association for Computational Linguistics: ACL 2024, pages 13697-13720",https://doi.org/10.18653/v1/2024.findings-acl.813,crossref:doi,1.0,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Findings of the Association for Computational Linguistics ACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-acl.813,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 13697-13720 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics ACL 2024',OK_ARCHIVAL,
100,Tool Documentation Enables Zero-Shot Tool-Usage with Large Language Models,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,Tool Documentation Enables Zero-Shot Tool-Usage with Large Language Models,,preprint,2023,10.48550/arxiv.2308.00675,https://openalex.org/W4385966440,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
148,Position: Episodic Memory is the Missing Piece for Long-Term LLM Agents,Preprint/technical report,arXiv preprint arXiv:2502.06975,,openalex:title,1.0,Position: Episodic Memory is the Missing Piece for Long-Term LLM Agents,,preprint,2025,10.48550/arxiv.2502.06975,https://openalex.org/W4407423795,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
196,JARVIS-1: Open-World Multi-Task Agents With Memory-Augmented Multimodal Language Models,Archival published,"IEEE Transactions on Pattern Analysis and Machine Intelligence, volume 47, issue 3, pages 1894-1907",https://doi.org/10.1109/TPAMI.2024.3511593,openalex:doi,1.0,JARVIS -1: Open-World Multi-Task Agents With Memory-Augmented Multimodal Language Models,IEEE Transactions on Pattern Analysis and Machine Intelligence,article,2024,10.1109/tpami.2024.3511593,https://openalex.org/W4405056274,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='IEEE Transactions on Pattern Analysis and Machine Intelligence' | openalex:doi: DOI prefix 10.1109 (IEEE) | openalex:doi: pages 1894-1907 | crossref:doi: crossref type=journal-article venue='IEEE Transactions on Pattern Analysis and Machine Intelligence',OK_ARCHIVAL,
244,The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement,Archival accepted,Advances in Neural Information Processing Systems 39 (NeurIPS 2025),https://openreview.net/forum?id=D88yhLFzDR,crossref:title,1.0,The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-5491,,openalex:title | crossref:title,2,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 182597-182628 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
294,A Survey on (M)LLM-Based GUI Agents,Preprint/technical report,arXiv preprint arXiv:2504.13865,,openalex:title,1.0,A Survey on (M)LLM-Based GUI Agents,,preprint,2025,10.48550/arxiv.2504.13865,https://openalex.org/W4416070493,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
342,GAIA a benchmark for General AI Assistants,Archival published,International Conference on Learning Representations,arXiv:2311.12983,datacite:arxiv,1.0,GAIA: a benchmark for General AI Assistants,arXiv,Preprint,2023,10.48550/arxiv.2311.12983,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2311.12983,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
390,Survey on Evaluation of LLM-based Agents,Preprint/technical report,arXiv (IBM),2503.16416,crossref:title,0.976,A Survey on Evaluation of LLM-based Agents,Findings of the Association for Computational Linguistics: ACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-acl.1330,,datacite:arxiv | openalex:title | openalex:title | crossref:title,4,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 26690-26714 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026'
439,Pix2Act -- From Pixels to UI Actions: Learning to Follow Instructions via Graphical User Interfaces,Archival published,Advances in NeurIPS,arXiv:2306.00245,crossref:title,0.956,From Pixels to UI Actions: Learning to Follow Instructions via Graphical User Interfaces,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-1490,,datacite:arxiv | openalex:arxiv | openalex:title | crossref:title,4,1,0,,crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
488,WebDART: Dynamic Decomposition and Re-planning for Complex Web Tasks,Preprint/technical report,arXiv preprint arXiv:2510.06587,,crossref:title,1.0,WebDART: Dynamic Decomposition and Re-planning for Complex Web Tasks,Findings of the Association for Computational Linguistics: ACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-acl.568,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 11696-11715 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026'
