record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
10,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,Preprint/technical report,arXiv preprint arXiv:2204.05862,https://doi.org/10.48550/arXiv.2204.05862,datacite:arxiv,1.0,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,arXiv,Preprint,2022,10.48550/arxiv.2204.05862,,datacite:arxiv | openalex:doi | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2204.05862,OK_PREPRINT,
58,Can Small Language Models Help Large Language Models Reason Better?: LM-Guided Chain-of-Thought,Archival published,"Proceedings of LREC-COLING 2024, pages 2835–2843",https://aclanthology.org/2024.lrec-main.252/,crossref:title,1.0,Can Small Language Models Help Large Language Models Reason Better?: LM-Guided Chain-of-Thought,Proceedings of the Language Resources and Evaluation Conference,proceedings-article,2024,10.63317/2c35vp2yxb88,,crossref:title,1,1,1,,crossref:title: crossref type=proceedings-article venue='Proceedings of the Language Resources and Evaluation Conference',VENUE_MISMATCH,"register 'Proceedings of LREC-COLING 2024, pages 2835–2843' vs external archival venues ['Proceedings of the Language Resources and Evaluation Conference']"
107,AgentTuning Enabling Generalized Agent Abilities for LLMs,Unconfirmed,ACL 2024 / Findings-style venue likely; verify before final citation,,crossref:title,1.0,AgentTuning: Enabling Generalized Agent Abilities for LLMs,Findings of the Association for Computational Linguistics ACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-acl.181,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 3053-3077 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics ACL 2024',UPGRADE,register 'Unconfirmed'; strong archival evidence 'Findings of the Association for Computational Linguistics ACL 2024'
155,A Survey on Large Language Model based Human-Agent Systems,Preprint/technical report,arXiv / survey,,crossref:title,1.0,A Survey on Large Language Model based Human-Agent Systems,,posted-content,2025,10.36227/techrxiv.174612962.26131807/v1,,openalex:title | openalex:title | crossref:title | crossref:title,4,0,0,,crossref:title: crossref type=posted-content (preprint),OK_PREPRINT,
203,When is Tree Search Useful for LLM Planning? It Depends on the Discriminator,Archival published,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 13659–13678",https://doi.org/10.18653/v1/2024.acl-long.738,crossref:doi,1.0,When is Tree Search Useful for LLM Planning? It Depends on the Discriminator,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.738,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 13659-13678 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
251,OTC: Optimal Tool Calls via Reinforcement Learning,Preprint/technical report,arXiv,2504.14870,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
301,Synapse: Leveraging Few-Shot Exemplars for Human-Level Computer Control,Preprint/technical report,arXiv preprint,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
349,WorkArena Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks,Archival published,Advances in NeurIPS,https://doi.org/10.52202/079017-0195,crossref:doi,1.0,WorkArena++: Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-0195,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:doi: pages 5996-6051 | crossref:doi: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
397,Atomic-to-Compositional Generalization for Mobile Agents with A New Benchmark and Scheduling System,Preprint/technical report,arXiv,2506.08972,datacite:arxiv,1.0,Atomic-to-Compositional Generalization for Mobile Agents with A New Benchmark and Scheduling System,arXiv,Preprint,2025,10.48550/arxiv.2506.08972,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.08972,OK_PREPRINT,
447,Magma: A Foundation Model for Multimodal AI Agents,Archival published,Proceedings of CVPR,arXiv:2502.13130,crossref:title,1.0,Magma: A Foundation Model for Multimodal AI Agents,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,2025,10.1109/cvpr52734.2025.01325,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 14203-14214 | crossref:title: crossref type=proceedings-article venue='2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)',OK_ARCHIVAL,
495,WebPilot: A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,Archival published,Proceedings of AAAI,arXiv:2408.15978,crossref:title,1.0,WebPilot: A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2025,10.1609/aaai.v39i22.34505,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:title: DOI prefix 10.1609 (AAAI) | openalex:title: pages 23378-23386 | crossref:title: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
543,TongUI: Internet-Scale Trajectories from Multimodal Web Tutorials for Generalized GUI Agents,Archival published,Proceedings of AAAI,arXiv:2504.16612,crossref:title,1.0,TongUI: Internet-Scale Trajectories from Multimodal Web Tutorials for Generalized GUI Agents,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2026,10.1609/aaai.v40i15.38229,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:title: DOI prefix 10.1609 (AAAI) | openalex:title: pages 12367-12375 | crossref:title: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
592,UI-Evol Automatic Knowledge Evolving for Computer Use Agents,Preprint/technical report,"— (carries a ""PMLR 267, 2026"" template line, unconfirmed)",https://arxiv.org/abs/2505.21964; arXiv:2505.21964,datacite:arxiv,1.0,UI-Evol: Automatic Knowledge Evolving for Computer Use Agents,arXiv,Preprint,2025,10.48550/arxiv.2505.21964,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.21964,OK_PREPRINT,
640,An Illusion of Progress - Assessing the Current State of Web Agents,Archival published,COLM,arXiv:2504.01382,datacite:arxiv,1.0,An Illusion of Progress? Assessing the Current State of Web Agents,arXiv,Preprint,2025,10.48550/arxiv.2504.01382,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.01382,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
688,DataLab: A Unified Platform for LLM-Powered Business Intelligence,Archival published,"2025 IEEE 41st International Conference on Data Engineering (ICDE), pages 4346–4359",https://doi.org/10.1109/ICDE65448.2025.00326,crossref:doi,1.0,DataLab: A Unified Platform for LLM-Powered Business Intelligence,2025 IEEE 41st International Conference on Data Engineering (ICDE),proceedings-article,2025,10.1109/icde65448.2025.00326,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1109 (IEEE) | openalex:doi: pages 4346-4359 | crossref:doi: crossref type=proceedings-article venue='2025 IEEE 41st International Conference on Data Engineering (ICDE)',OK_ARCHIVAL,
736,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,Archival published,"Proceedings of the 2024 ACM SIGSAC Conference on Computer and Communications Security (CCS 2024), pages 3868–3882",https://doi.org/10.1145/3658644.3690350,crossref:doi,1.0,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,proceedings-article,2024,10.1145/3658644.3690350,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 3868-3882 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security',OK_ARCHIVAL,
784,LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet,Archival accepted,,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
